Dih1a,Dih1b,Dih2a,Dih2b,Dih3a,Dih3b,Dih4a,Dih4b
-88.0836,64.9451,-67.016,-165.321,-64.6147,-171.632,-87.1101,67.8542,
-87.7323,64.7696,-66.5653,-165.3507,-64.8576,-171.6141,-66.8411,-165.5168,
-88.1073,64.703,-67.0777,-165.3816,-64.7429,-171.6292,148.6441,-61.263,
-88.1533,64.7465,-66.5256,-165.6153,-64.8282,-171.6478,77.7782,64.5313,
-88.5026,64.6728,-66.1755,-165.5746,-64.9429,-171.6402,80.411,-171.2105,
-87.2652,65.1279,-66.3813,-165.2372,119.1852,-60.8548,-65.304,-54.7117,
-87.9248,64.9027,-66.8996,-164.9919,120.7722,-60.9859,-87.6996,67.9054,
-87.1517,64.8199,-66.5536,-165.2338,119.3625,-60.9213,-66.9175,-165.2272,
-87.9109,64.6743,-67.0786,-165.4952,119.6115,-60.9584,148.8502,-61.3466,
-87.5546,64.7471,-66.4721,-165.5402,119.5609,-61.0533,77.9951,64.652,
-87.9132,64.6852,-66.2235,-165.6171,119.1673,-61.0134,80.3167,-171.2731,
-88.351,65.0584,-65.9601,-165.2572,74.0656,65.2068,-65.1887,-54.6182,
-87.8017,64.9226,-66.5032,-165.177,73.6342,65.2948,-87.7109,67.348,
-87.1751,64.8236,-66.1832,-165.4471,74.285,65.2598,-66.7714,-164.9721,
-88.2264,64.6987,-66.733,-165.5653,73.9383,65.2968,148.6301,-61.2809,
-87.9155,64.7252,-66.0514,-165.5567,72.8798,65.0611,78.2744,64.5575,
-88.0033,64.6433,-66.4213,-165.5829,74.1285,65.2698,152.4134,-164.959,
-86.8818,65.1919,-66.3337,-165.2509,110.2955,-171.464,-65.2737,-54.5821,
-88.1808,64.8823,-66.9122,-165.0795,113.2727,-171.3939,-87.8691,67.7792,
-87.4079,64.807,-66.5407,-165.3264,109.0826,-171.4682,-66.857,-165.3729,
-87.8525,64.7029,-67.0306,-165.5737,111.2391,-171.583,148.8836,-61.2923,
-88.1241,64.6962,-66.4753,-165.4417,111.2743,-171.5134,77.8385,64.6144,
-89.0983,64.6042,-65.9746,-165.6252,86.7375,-171.7347,80.2344,-171.2786,
-88.065,65.1987,149.2513,-61.492,-61.9531,-61.065,-65.7148,-55.0354,
-88.8731,64.8687,148.8922,-61.3883,-60.3638,-60.5639,-87.8369,67.9807,
-88.0419,64.8586,149.1716,-61.4665,-62.0097,-61.1066,-67.3043,-165.6238,
-88.0954,64.7452,148.531,-61.2936,-61.9846,-60.9513,147.9847,-61.091,
-88.4682,64.7856,149.0288,-61.4025,-62.0197,-61.038,77.3831,64.4687,
-88.5933,64.7656,149.2917,-61.4658,-62.1271,-61.0249,80.0693,-171.2098,
-87.9383,65.2025,148.8574,-61.3246,-87.8538,64.7303,-65.5652,-54.8033,
-88.7236,64.846,148.4737,-61.2332,-87.4713,64.6869,-87.7476,67.6297,
-87.7754,64.8614,148.8522,-61.3023,-87.9234,64.7098,-67.2025,-165.5839,
-87.8537,64.7473,148.1195,-61.1411,-87.8541,64.7472,148.1193,-61.1257,
-88.4125,64.7564,148.5275,-61.2735,-87.9509,64.8514,77.287,64.5392,
-88.4351,64.7438,148.8939,-61.3312,-88.1442,64.7727,79.9414,-171.1869,
-87.8265,65.212,149.3719,-61.4767,-64.7851,-171.5257,-65.6335,-54.7559,
-88.8225,64.8422,148.9993,-61.4109,-64.4304,-171.5519,-87.6483,67.7976,
-87.6675,64.9076,149.1613,-61.441,-64.6707,-171.5044,-67.2945,-165.5286,
-88.0981,64.7623,148.4844,-61.3111,-64.6908,-171.5918,147.9686,-61.1581,
-88.3665,64.7254,148.8093,-61.3707,-64.6956,-171.6666,77.3437,64.4677,
-88.746,64.6642,149.0818,-61.4506,-64.7696,-171.6735,79.8715,-171.2166,
-87.8169,65.1399,149.3033,-61.4939,120.1991,-60.7401,-65.6383,-54.5737,
-88.2355,64.9007,148.8285,-61.3876,121.6597,-60.8089,-88.3864,67.6605,
-87.8856,64.7925,149.2571,-61.4797,120.1275,-60.6972,-67.3383,-165.4604,
-88.1189,64.7578,148.5277,-61.3579,120.7172,-60.8627,148.1337,-61.1667,
-88.1996,64.8011,148.6933,-61.3959,120.3995,-60.9266,77.2487,64.6179,
-88.4506,64.752,149.3608,-61.5056,120.1553,-60.9048,80.0913,-171.2218,
-88.0158,65.151,149.7248,-61.6647,74.4738,65.1519,-65.5951,-54.4642,
-88.679,64.9122,149.419,-61.6284,73.4296,65.1795,-88.385,67.2783,
-88.036,64.8102,149.7084,-61.6552,74.5489,65.2157,-67.2666,-165.2409,
-88.521,64.7884,149.3661,-61.5908,74.9566,65.3572,148.0698,-61.1207,
-88.5859,64.7576,149.6519,-61.6377,73.7539,65.0,77.4696,64.3888,
-88.5933,64.7905,149.6696,-61.6641,73.474,64.9889,80.4281,-171.4538,
-87.3249,65.2427,149.1461,-61.3836,108.8033,-171.5124,-65.6892,-54.7619,
-88.3965,64.8584,148.8777,-61.3281,111.8299,-171.478,-88.2329,67.7498,
-87.1806,64.855,149.0016,-61.3466,108.7056,-171.5241,-67.3686,-165.4757,
-87.4638,64.8037,148.4023,-61.2081,110.3809,-171.5724,148.1738,-61.2461,
-88.4285,64.6576,148.8364,-61.3169,109.6805,-171.569,77.4464,64.6598,
-88.0883,64.6981,148.8999,-61.3602,109.5424,-171.5743,79.9197,-171.2345,
-88.0619,65.1824,78.2575,64.5826,-62.0514,-61.095,-65.2454,-55.0373,
-88.8276,64.8981,77.4295,64.5506,-60.4734,-60.5881,-87.4578,67.8829,
-88.4318,64.756,77.9901,64.6073,-61.9755,-61.0651,-66.8561,-165.704,
-88.0368,64.8823,77.4244,64.6823,-62.1163,-61.0848,148.3706,-61.2251,
-88.5242,64.7424,78.0706,64.6628,-62.1878,-61.0477,77.8082,64.538,
-88.7909,64.7161,78.185,64.6971,-62.2193,-61.038,80.3448,-171.2766,
-87.9115,65.1651,78.0884,64.524,-88.0317,64.7311,-65.0954,-54.9343,
-88.661,64.8547,77.3912,64.5298,-87.713,64.749,-87.2446,67.6863,
-88.3232,64.7779,77.8497,64.5686,-88.1156,64.7543,-66.6333,-165.4625,
-87.9621,64.8484,77.2901,64.5396,-88.4117,64.7553,148.5103,-61.2702,
-88.3662,64.7386,78.0239,64.5898,-88.3664,64.7387,78.0119,64.588,
-88.6644,64.6972,78.1954,64.6827,-88.3088,64.7486,80.5279,-171.2462,
-88.3148,65.173,78.0447,64.6032,-64.8314,-171.6786,-65.1592,-54.9629,
-88.6638,64.9225,77.3759,64.563,-64.5105,-171.5412,-87.1572,67.8133,
-88.27,64.8027,77.7486,64.5876,-64.8659,-171.5933,-66.7916,-165.5645,
-88.1289,64.7892,77.623,64.6754,-64.6916,-171.5611,148.413,-61.2354,
-88.7733,64.7658,78.0747,64.6541,-64.827,-171.6039,77.678,64.588,
-89.0339,64.6963,78.3172,64.6968,-64.9041,-171.6456,80.3439,-171.2486,
-87.8169,65.1677,78.1103,64.8118,121.3471,-60.7729,-65.3238,-54.9012,
-89.1445,64.75,77.758,64.7506,122.8851,-60.7773,-87.6985,67.863,
-87.7312,64.8262,77.9909,64.8407,121.4375,-60.7446,-66.8108,-165.274,
-87.7894,64.7753,77.665,64.8586,121.4607,-60.8386,148.5391,-61.2252,
-88.4334,64.7684,78.1388,64.9176,120.5561,-60.9658,77.9089,64.6707,
-88.4051,64.7072,78.3678,64.8885,120.7409,-60.8966,80.5733,-171.3081,
-88.2534,65.1427,78.303,64.5807,73.8713,65.2906,-65.1868,-54.7645,
-89.2759,64.796,77.7443,64.5928,73.2272,65.3359,-88.0825,67.1813,
-88.2245,64.8041,78.1253,64.6085,73.7857,65.3243,-66.6521,-165.1021,
-88.0321,64.8211,77.8229,64.7476,74.2661,65.4099,148.4077,-61.1748,
-88.9154,64.799,78.2436,64.7497,73.1374,65.0758,78.0512,64.5132,
-89.1259,64.7181,78.5493,64.7829,73.1683,65.0839,80.8668,-171.4831,
-88.3682,65.1146,78.21,64.5489,110.5281,-171.4678,-65.2322,-54.9402,
-88.9285,64.8452,77.8431,64.4851,112.8352,-171.406,-87.7476,67.87,
-88.075,64.7977,78.0317,64.5308,110.3153,-171.4731,-66.8422,-165.5888,
-88.3802,64.7353,77.5468,64.4212,111.3254,-171.5512,148.5622,-61.2793,
-87.858,64.8056,78.0006,64.5122,110.1773,-171.5763,77.8865,64.6314,
-88.4869,64.7453,78.2163,64.5317,110.8781,-171.5034,80.2366,-171.2376,
-88.4652,65.118,80.6211,-171.141,-62.1763,-61.0851,-64.9686,-55.2172,
-88.661,64.8745,80.0649,-171.092,-60.4948,-60.6461,-87.0359,67.9484,
-88.2584,64.7943,80.3216,-171.1215,-62.1267,-61.0202,-66.5441,-165.7825,
-88.2465,64.7804,79.956,-171.0799,-62.0972,-61.054,148.6198,-61.2667,
-88.4789,64.7746,80.5401,-171.1761,-62.3146,-61.1097,78.162,64.6213,
-88.8941,64.722,80.7909,-171.1797,-62.3357,-61.1161,80.6575,-171.2719,
-88.2249,65.1041,80.5245,-171.1761,-88.4241,64.6934,-64.7724,-54.9433,
-88.7275,64.7955,79.9701,-171.1603,-87.8335,64.7244,-86.9508,67.7008,
-87.9942,64.8142,80.2489,-171.1209,-88.4077,64.6955,-66.3164,-165.5391,
-88.1446,64.7728,79.9391,-171.1864,-88.4325,64.7443,148.8913,-61.3302,
-88.3087,64.7483,80.5245,-171.252,-88.6763,64.6953,78.1998,64.6867,
-88.5596,64.7155,80.7607,-171.1883,-88.5561,64.7157,80.7601,-171.192,
-88.2673,65.0926,80.6511,-171.1311,-65.0057,-171.5702,-64.8568,-55.0193,
-88.4163,64.8767,80.1689,-171.0923,-64.7691,-171.6558,-86.414,67.9842,
-88.4036,64.7251,80.4867,-171.1619,-65.0062,-171.6376,-66.4546,-165.7179,
-88.6471,64.7156,80.0269,-171.0963,-64.8673,-171.5814,148.5238,-61.2683,
-88.6302,64.8067,80.5416,-171.1877,-64.9821,-171.595,78.0453,64.6498,
-88.8482,64.76,80.7861,-171.12,-64.9948,-171.6548,80.6283,-171.1803,
-88.0361,65.1252,80.7878,-171.2474,119.2689,-60.8268,-64.9602,-54.9635,
-88.8906,64.846,80.2497,-171.1601,121.0934,-60.9615,-87.4542,67.9314,
-87.9019,64.801,80.5398,-171.2093,119.5659,-60.8545,-66.5491,-165.5822,
-87.9508,64.708,80.1375,-171.222,120.1575,-60.9863,148.8468,-61.3348,
-88.0022,64.7575,80.6358,-171.2983,119.2105,-61.0946,78.2325,64.7109,
-88.3225,64.7519,80.8877,-171.1964,119.5921,-61.0113,80.6716,-171.2375,
-88.0882,65.1581,80.8415,-171.0572,73.6101,65.2141,-64.8715,-54.8127,
-89.2651,64.815,80.4026,-171.0168,72.8966,65.2735,-87.4281,67.4082,
-87.8861,64.8286,80.6245,-171.0702,73.8004,65.2809,-66.4447,-165.3119,
-88.0849,64.7524,80.1597,-171.0165,74.1134,65.2999,148.5926,-61.2694,
-88.6171,64.7666,80.7081,-171.1227,73.129,64.9821,78.4048,64.5817,
-88.4539,64.7546,80.9164,-171.0467,72.8989,65.0324,80.9039,-171.4328,
-88.3315,65.1075,80.7451,-171.174,110.0935,-171.4356,-64.9198,-54.8761,
-88.1272,64.8616,80.1986,-171.1869,114.543,-171.3209,-87.5337,67.7984,
-88.6512,64.6999,80.5959,-171.1627,109.8097,-171.4713,-66.4748,-165.6551,
-88.3269,64.7354,80.1317,-171.1699,112.0176,-171.5619,148.8877,-61.3254,
-88.4371,64.7459,80.6319,-171.1215,111.6724,-171.4785,77.9746,64.6863,
-88.9716,64.6558,81.0375,-171.2563,110.351,-171.5691,80.6238,-171.2678,
-64.9266,-171.6571,-65.3136,-55.314,-62.2853,-61.2679,-65.4184,-55.6026,
-64.9697,-171.6319,-65.7825,-54.9975,-60.4685,-60.8045,-87.1473,68.0949,
-64.9508,-171.6393,-65.3565,-55.2068,-62.2062,-61.236,-66.6198,-165.5925,
-64.843,-171.5767,-65.8067,-55.1632,-62.0793,-61.1885,149.1625,-61.4559,
-64.8583,-171.5389,-65.3169,-55.3976,-62.2243,-61.1907,77.7695,64.5856,
-64.9364,-171.689,-65.0105,-55.4393,-62.3118,-61.185,80.4802,-171.1553,
-64.8435,-171.614,-65.2111,-54.8523,-87.9465,65.0753,-65.1616,-55.3664,
-64.9484,-171.6219,-65.5886,-54.5901,-87.1699,65.1317,-86.8214,67.8779,
-64.8597,-171.5962,-65.2473,-54.7928,-87.7383,65.0913,-66.3549,-165.3633,
-64.7829,-171.529,-65.6351,-54.7614,-87.8227,65.2176,149.4048,-61.485,
-64.8314,-171.6786,-65.1591,-54.9629,-88.3147,65.173,78.0448,64.6032,
-65.0107,-171.5675,-64.856,-55.0175,-88.2693,65.0941,80.65,-171.1315,
-64.932,-171.6519,-65.3795,-55.3972,-64.932,-171.6518,-65.3802,-55.3939,
-64.9709,-171.6111,-65.7955,-55.1548,-64.6774,-171.6515,-86.7426,68.0228,
-64.9463,-171.6308,-65.4219,-55.3013,-64.891,-171.6495,-66.5921,-165.4527,
-64.8111,-171.6262,-65.8495,-55.2955,-64.744,-171.6254,149.1271,-61.4111,
-64.853,-171.5194,-65.3425,-55.4473,-64.6872,-171.6437,77.8808,64.6221,
-64.8658,-171.7281,-65.0837,-55.5773,-64.8436,-171.6476,80.4976,-171.1397,
-64.9745,-171.6834,-65.2827,-55.2285,119.3399,-60.888,-65.4441,-55.3154,
-64.8897,-171.5901,-65.792,-54.965,121.1177,-60.9276,-87.5912,67.9719,
-64.8601,-171.611,-65.411,-55.1402,119.4,-60.9115,-66.6586,-165.2844,
-64.7037,-171.5661,-65.835,-55.3482,119.8677,-60.9062,149.4448,-61.4999,
-64.7993,-171.628,-65.4275,-55.4011,119.2614,-61.0173,77.886,64.7038,
-64.8776,-171.6493,-65.1317,-55.6217,119.0246,-61.0647,80.6846,-171.2465,
-64.9565,-171.6984,-64.9455,-55.3547,74.0373,65.1949,-65.3663,-55.1712,
-64.9107,-171.6055,-65.3014,-55.076,73.5805,65.3002,-87.4246,67.5186,
-64.9089,-171.6363,-65.0251,-55.2481,74.2625,65.2504,-66.55,-165.0216,
-64.8017,-171.5758,-65.4721,-55.2777,74.2705,65.2799,149.2245,-61.4267,
-64.7697,-171.6449,-64.9966,-55.4218,73.0231,65.0261,78.26,64.562,
-64.8488,-171.6394,-64.7595,-55.6563,73.4433,65.0142,80.976,-171.4707,
-65.0021,-171.6603,-65.2677,-55.1828,110.2758,-171.459,-65.3865,-55.358,
-64.8749,-171.5847,-65.8162,-55.0167,113.0878,-171.4104,-87.7452,67.8586,
-64.7847,-171.6212,-65.4048,-55.2099,110.4581,-171.446,-66.5955,-165.4175,
-64.6884,-171.552,-65.8222,-55.2654,111.693,-171.5398,149.433,-61.4704,
-64.8949,-171.646,-65.352,-55.3803,110.805,-171.5432,77.9414,64.7048,
-64.8698,-171.6493,-64.9603,-55.5638,87.4161,-171.782,80.5936,-171.2421,
-64.6715,-171.6521,-86.7606,68.0204,-62.1315,-61.0871,-65.8963,-55.3531,
-64.6471,-171.5817,-87.3048,67.9441,-60.5066,-60.6555,-87.6245,68.0246,
-64.6154,-171.633,-86.8307,67.9836,-62.0888,-61.0576,-67.1245,-165.4303,
-64.4692,-171.628,-87.4221,67.8917,-62.0817,-60.9934,148.8106,-61.3336,
-64.6134,-171.5237,-86.6427,67.9781,-62.2061,-61.099,77.625,64.5826,
-64.5519,-171.6789,-86.4255,68.0295,-62.3388,-61.1199,80.1255,-171.1528,
-64.6253,-171.6283,-87.0844,67.8401,-88.2044,64.8833,-65.7762,-55.1708,
-64.6364,-171.6464,-87.507,67.8265,-87.6073,64.9784,-87.4635,67.795,
-64.6147,-171.632,-87.1101,67.8542,-88.0836,64.9451,-67.016,-165.321,
-64.4303,-171.5515,-87.6485,67.7976,-88.8313,64.8416,149.0072,-61.4093,
-64.5105,-171.5412,-87.1572,67.8133,-88.6638,64.9225,77.3759,64.563,
-64.7924,-171.6609,-86.4043,67.9929,-88.4063,64.8738,80.1608,-171.0836,
-64.6774,-171.6515,-86.7426,68.0228,-64.9709,-171.6111,-65.7955,-55.1548,
-64.6682,-171.5755,-87.2258,67.9569,-64.6674,-171.5719,-87.2353,67.9392,
-64.6186,-171.6321,-86.8122,67.9796,-64.9181,-171.5891,-67.0448,-165.2741,
-64.4893,-171.6584,-87.2344,67.9442,-64.7822,-171.5742,148.931,-61.3385,
-64.6321,-171.6153,-86.5541,68.0136,-64.7183,-171.6261,77.8005,64.6064,
-64.5121,-171.6477,-86.5373,67.967,-64.9186,-171.6064,80.1102,-171.1567,
-64.6517,-171.6371,-86.7539,68.0355,118.7268,-60.9335,-65.865,-54.94,
-64.5607,-171.5559,-87.2571,67.9471,120.3818,-60.9684,-88.0436,67.9002,
-64.4763,-171.6183,-86.8375,67.958,118.9444,-60.8982,-67.0852,-165.1047,
-64.5258,-171.5691,-87.3088,67.83,119.405,-60.9972,149.1608,-61.405,
-64.6489,-171.6172,-86.7898,67.8908,118.3407,-61.0943,77.8549,64.6548,
-64.5508,-171.674,-86.7802,67.84,118.7544,-61.0553,79.9998,-171.1791,
-64.653,-171.6582,-86.2062,68.1221,74.2806,65.1425,-65.7642,-54.8626,
-64.5165,-171.5736,-86.5729,68.0999,73.7054,65.2239,-87.9166,67.4126,
-64.4334,-171.6499,-86.3299,68.0598,74.3428,65.1537,-66.9744,-164.8479,
-64.5795,-171.5692,-86.7956,67.9766,74.3336,65.2569,148.8983,-61.3493,
-64.6505,-171.595,-86.3201,67.9968,72.9447,64.9591,78.0745,64.5117,
-64.6581,-171.6358,-86.0497,68.0074,73.3047,64.9373,80.4315,-171.4163,
-64.5846,-171.6266,-86.7148,68.005,110.0742,-171.4798,-65.769,-55.0123,
-64.5921,-171.5821,-87.239,67.9112,112.78,-171.4393,-88.1499,67.8235,
-64.4935,-171.6245,-86.7646,67.9505,109.6501,-171.4861,-67.0138,-165.2115,
-64.4415,-171.5777,-87.2123,67.8792,111.3734,-171.578,149.2668,-61.4469,
-64.6245,-171.6232,-86.6792,67.9324,110.4404,-171.6117,77.7834,64.6336,
-64.6734,-171.6847,-86.674,67.8965,110.0602,-171.5885,79.9569,-171.1948,
-64.8902,-171.648,-66.5969,-165.5182,-62.0824,-61.1009,-65.5065,-55.5049,
-64.9264,-171.5876,-67.1235,-165.307,-60.2877,-60.617,-87.2531,68.0474,
-64.8817,-171.6318,-66.6318,-165.3728,-61.9875,-61.0533,-66.7212,-165.5282,
-64.7262,-171.5702,-67.2108,-165.5462,-62.0448,-61.0788,149.0431,-61.4367,
-64.8936,-171.5576,-66.6517,-165.673,-61.9977,-61.0403,77.7898,64.5409,
-64.8577,-171.7227,-66.2717,-165.5529,-62.1452,-61.0478,80.4399,-171.1604,
-64.8515,-171.6227,-66.7712,-165.4882,-87.9793,64.7236,-65.3615,-55.3196,
-64.9239,-171.6334,-67.2678,-165.4778,-87.2204,64.8003,-87.0733,67.8228,
-64.8556,-171.6126,-66.8477,-165.5292,-87.7384,64.7665,-66.5682,-165.3532,
-64.6616,-171.5043,-67.2946,-165.5085,-87.6794,64.9118,149.1587,-61.4427,
-64.8659,-171.5933,-66.7916,-165.5645,-88.27,64.8027,77.7486,64.5876,
-65.0062,-171.639,-66.4545,-165.7168,-88.4066,64.7244,80.4869,-171.1617,
-64.891,-171.6494,-66.592,-165.4527,-64.9463,-171.6309,-65.4219,-55.3013,
-64.9181,-171.5891,-67.0447,-165.2741,-64.6187,-171.6321,-86.8122,67.9795,
-64.8652,-171.635,-66.6294,-165.3536,-64.8654,-171.635,-66.6295,-165.3542,
-64.7615,-171.6719,-67.2051,-165.6344,-64.8149,-171.6118,149.1019,-61.4031,
-64.8174,-171.6299,-66.5639,-165.6323,-64.7325,-171.5883,77.9951,64.6446,
-64.7004,-171.6199,-66.888,-165.5782,-64.8471,-171.6168,152.7382,-165.0641,
-64.8381,-171.6381,-66.4918,-165.2088,119.0695,-60.9365,-65.4327,-55.0646,
-64.7993,-171.5863,-67.0913,-165.1219,120.8205,-60.9351,-87.6941,67.8926,
-64.7107,-171.6476,-66.6711,-165.42,119.3307,-60.8172,-66.6512,-165.2117,
-64.7609,-171.6117,-67.1324,-165.5695,119.7613,-60.9804,149.2211,-61.4132,
-64.7866,-171.6274,-66.6231,-165.4865,118.9875,-61.0805,78.067,64.7207,
-64.9134,-171.6432,-66.3646,-165.7708,119.1542,-61.0074,80.361,-171.2109,
-64.8811,-171.6686,-66.1348,-165.3037,74.4696,65.2204,-65.3981,-54.9937,
-64.801,-171.6108,-66.5623,-165.1557,73.3954,65.2675,-87.6088,67.4034,
-64.7208,-171.6731,-66.2725,-165.5044,73.9333,65.2225,-66.4926,-164.9124,
-64.782,-171.5915,-66.7917,-165.5969,74.6779,65.3256,148.9271,-61.3514,
-64.8459,-171.6212,-66.2443,-165.5449,73.332,65.0067,78.2834,64.6132,
-64.9295,-171.6239,-65.9915,-165.7597,72.9916,65.0046,80.7222,-171.4283,
-64.7322,-171.6334,-66.4804,-165.1913,110.3654,-171.4268,-65.3785,-55.175,
-64.826,-171.599,-67.0522,-165.2655,113.1692,-171.4003,-87.7651,67.814,
-64.7441,-171.6418,-66.6339,-165.5158,109.4876,-171.4978,-66.6218,-165.3061,
-64.6263,-171.581,-67.1165,-165.4003,112.1463,-171.5285,149.2982,-61.4791,
-64.7125,-171.6323,-66.578,-165.5305,111.0942,-171.5564,77.9928,64.6782,
-64.9864,-171.6671,-66.2946,-165.7575,110.6161,-171.5672,80.3373,-171.2047,
-64.7583,-171.655,149.2143,-61.4918,-61.9582,-60.9883,-65.9637,-55.4923,
-64.8087,-171.5884,148.9213,-61.4106,-60.2935,-60.6027,-87.7522,67.9417,
-64.7234,-171.625,149.1165,-61.48,-61.942,-61.0056,-67.2906,-165.6738,
-64.711,-171.6193,148.4176,-61.3344,-61.9352,-61.0536,148.302,-61.2788,
-64.7246,-171.5255,148.7943,-61.3916,-62.1438,-61.0723,77.5854,64.5895,
-64.9371,-171.6773,149.152,-61.469,-62.0859,-61.0515,79.9883,-171.2038,
-64.8004,-171.6798,148.7011,-61.3144,-88.0439,64.7264,-65.8,-55.2364,
-64.8626,-171.6339,148.5819,-61.2967,-87.4637,64.7909,-87.5334,67.7096,
-64.7463,-171.6289,148.6219,-61.2597,-88.1318,64.7012,-67.075,-165.3764,
-64.6914,-171.593,147.9751,-61.1587,-88.0938,64.7611,148.4956,-61.3147,
-64.6945,-171.5624,148.3986,-61.2314,-88.1251,64.7871,77.6231,64.6785,
-64.872,-171.5795,148.5244,-61.2755,-88.6484,64.7191,80.0332,-171.0976,
-64.7388,-171.6229,149.1376,-61.4105,-64.8137,-171.6283,-65.8495,-55.2935,
-64.7851,-171.5733,148.9264,-61.3374,-64.4883,-171.6564,-87.2393,67.9452,
-64.8083,-171.6101,149.0863,-61.4089,-64.751,-171.6682,-67.2007,-165.6263,
-64.7705,-171.5878,148.416,-61.2627,-64.7705,-171.5879,148.4161,-61.2627,
-64.8008,-171.579,148.8307,-61.368,-64.7107,-171.538,77.4656,64.6152,
-64.9265,-171.7062,149.1666,-61.4572,-64.7035,-171.5204,79.9861,-171.2037,
-64.7932,-171.6515,149.0188,-61.4319,120.3981,-60.7442,-65.9792,-55.2539,
-64.8712,-171.6187,148.8568,-61.3942,121.7185,-60.7733,-88.0788,67.9031,
-64.7719,-171.5931,149.0099,-61.4325,120.4243,-60.75,-67.2629,-165.4123,
-64.7125,-171.5283,148.4275,-61.2665,120.7971,-60.8129,148.4244,-61.3431,
-64.7892,-171.5353,148.7597,-61.3709,120.1152,-60.8903,77.5352,64.7107,
-64.8021,-171.7061,148.9426,-61.4551,119.9306,-60.8819,80.0813,-171.207,
-64.7503,-171.6629,149.4395,-61.6126,74.5507,65.1262,-65.8645,-55.014,
-64.8223,-171.6264,149.3797,-61.5988,73.7089,65.2297,-88.0865,67.2997,
-64.7434,-171.6161,149.4116,-61.6018,74.4877,65.141,-67.1187,-165.1539,
-64.7056,-171.4889,148.7816,-61.4453,74.9849,65.3198,148.1834,-61.2477,
-64.8567,-171.6267,149.2219,-61.5715,73.342,64.9789,77.844,64.64,
-64.8261,-171.7408,149.4189,-61.6335,73.7556,64.9585,80.3891,-171.4339,
-64.8531,-171.662,149.0033,-61.3659,109.2162,-171.4677,-65.9737,-55.4487,
-64.884,-171.6105,148.7183,-61.2859,112.2159,-171.3856,-88.3671,67.7691,
-64.8357,-171.6244,148.8602,-61.3372,109.5753,-171.4381,-67.2627,-165.5747,
-64.6603,-171.6163,148.2399,-61.1886,110.4526,-171.5688,148.6611,-61.3071,
-64.702,-171.6149,148.6066,-61.287,109.8521,-171.5719,77.5535,64.6021,
-64.8172,-171.639,149.0266,-61.3591,110.3691,-171.5855,80.0137,-171.2237,
-64.7919,-171.6219,77.7576,64.6251,-62.0014,-61.0782,-65.4764,-55.7511,
-64.7896,-171.6169,77.5988,64.5777,-60.315,-60.5989,-87.1047,68.0419,
-64.7372,-171.5973,77.8754,64.6109,-62.056,-61.0768,-66.6907,-165.814,
-64.7358,-171.6005,77.5085,64.5982,-61.9892,-60.9598,148.6865,-61.3428,
-64.8699,-171.5877,77.8712,64.6365,-62.1774,-61.1165,77.8942,64.6511,
-64.9285,-171.6279,78.2452,64.726,-62.1542,-61.0842,80.4482,-171.1654,
-64.8259,-171.6532,77.6567,64.5877,-88.3396,64.7186,-65.2853,-55.4314,
-64.807,-171.6202,77.5701,64.5761,-87.7008,64.7527,-86.8463,67.7749,
-64.8282,-171.6478,77.7781,64.5312,-88.1533,64.7465,-66.5256,-165.6153,
-64.6957,-171.6667,77.3436,64.4676,-88.3664,64.7254,148.8092,-61.3707,
-64.8269,-171.6039,77.6782,64.588,-88.7729,64.7656,78.0748,64.654,
-64.9498,-171.5771,78.035,64.6465,-88.6332,64.8064,80.5195,-171.1961,
-64.6872,-171.6438,77.8808,64.622,-64.853,-171.5194,-65.3423,-55.4472,
-64.7183,-171.6261,77.8005,64.6064,-64.6321,-171.6153,-86.5541,68.0136,
-64.7325,-171.5883,77.9951,64.6446,-64.8174,-171.6299,-66.5639,-165.6323,
-64.7172,-171.5419,77.4688,64.6156,-64.8087,-171.5844,148.8395,-61.3686,
-64.8255,-171.5994,77.7408,64.6515,-64.8255,-171.5994,77.7407,64.6514,
-64.8816,-171.6395,78.1437,64.7291,-64.8304,-171.5973,80.3767,-171.1668,
-64.8206,-171.6599,78.0965,64.7797,120.8861,-60.7116,-65.4619,-55.3898,
-64.7902,-171.5784,77.6387,64.6413,122.4809,-60.8294,-87.6271,67.9343,
-64.7944,-171.6285,77.9844,64.7693,121.0393,-60.756,-66.7472,-165.4992,
-64.6716,-171.5981,77.4886,64.7295,121.3312,-60.8695,148.9196,-61.4108,
-64.7351,-171.535,77.941,64.8383,120.7117,-60.9365,78.0255,64.7031,
-64.8613,-171.6729,78.1937,64.8761,120.9463,-60.9269,80.4102,-171.1983,
-64.8401,-171.697,78.1122,64.6348,74.0172,65.3189,-65.4256,-55.2966,
-64.7335,-171.5835,77.8653,64.5828,73.2121,65.3846,-87.621,67.4213,
-64.7946,-171.6383,78.0622,64.652,73.9307,65.3503,-66.6588,-165.312,
-64.7174,-171.5236,77.4676,64.516,74.3196,65.3625,148.6522,-61.3304,
-64.6897,-171.545,78.0815,64.6959,73.7315,65.0926,78.2025,64.5821,
-64.9042,-171.7102,78.3045,64.6724,73.2392,65.163,80.6859,-171.4104,
-64.7366,-171.6362,78.0581,64.4841,109.6666,-171.4996,-65.3596,-55.2538,
-64.8537,-171.5644,77.6585,64.3894,114.3059,-171.3359,-87.7207,67.8669,
-64.7846,-171.5971,78.0361,64.5402,111.0054,-171.4331,-66.6741,-165.4971,
