wv,800cm,810cm,820cm,830cm,840cm,850cm,860cm,870cm,880cm,890cm,900cm,910cm,920cm,930cm,940cm,950cm,960cm,970cm,980cm,990cm,1000cm,1010cm,1020cm,1030cm,1040cm,1050cm,1060cm,1070cm,1080cm,1090cm,1100cm,1110cm,1120cm,1130cm,1140cm,1150cm,1160cm,1170cm,1180cm,1190cm,1200cm,1210cm,1220cm,1230cm,1240cm,1250cm,1260cm,1270cm,1280cm,1290cm,1300cm,1310cm,1320cm,1330cm,1340cm,1350cm,1360cm,1370cm,1380cm,1390cm,1400cm,1410cm,1420cm,1430cm,1440cm,1450cm,1460cm,1470cm,1480cm,1490cm,1500cm,1510cm,1520cm,1530cm,1540cm,1550cm,1560cm,1570cm,1580cm,1590cm,1600cm,1610cm,1620cm,1630cm,1640cm,1650cm,1660cm,1670cm,1680cm,1690cm,1700cm,1710cm,1720cm,1730cm,1740cm,1750cm,1760cm,1770cm,1780cm,1790cm,1800cm
Conf2442,-0.012623773913139999,-0.02448444965415,0.003968578453244001,0.03547722898931,0.049598863766620004,0.06676334449716001,0.020705197764340003,0.0492392090641,0.011930493291,0.0007661732910134,-0.01059026602012,-0.026981650211299998,-0.03296916657352,-0.03218111042999,-0.07142108561562,-0.04510565733341999,-0.008366986604755999,0.0005569438125534,0.005613651091329,0.056671869351309995,0.014333002242379999,0.01001235574624,0.011842644115860002,0.044869421916089995,0.017358919810439997,0.020042729423880003,0.009348027588161,0.0021201398642510002,-0.002682855649443,0.001251328484606,0.006500163279513001,0.01323809666373,0.0440162847316,-0.010610837919950001,-0.037562989316599994,-0.01986948983912,-0.010138370571250001,-0.03213750786865,-0.05251274785408001,-0.036553131550080005,-0.030346184401520003,-0.009654348440815001,-0.009520320315352,-0.007052051908944,-0.0001709075040599,0.014275717533899999,0.008407088991616001,-0.03199145643073,-0.02920906737873,-0.1493601794159,0.02254730697743,0.05211530774139,0.03511011936631,-0.13279505259479998,-0.0334506907918,0.02674134209746,0.08350819896839,0.028221670623479998,0.02928406114294,0.03456836920808,0.07207670955955,0.029166579671360004,0.003565330817135,0.005999398214891,-0.016344749728879997,-0.012674042535010002,0.009264484364556999,0.09621547681569001,0.02589521794952,0.01534496481922,0.02996234478294,0.03495402154374,0.1245094018795,-0.054831441274809996,-0.04243649107883,0.012939275883909999,0.014391334879309998,0.0031425167661040003,0.0016607502557,0.0014252817657839998,0.0016801061967720002,0.0026632630559450003,0.006277347165167,0.03036603710928,0.02978149644343,0.005635858352611,0.0001134149168388,-0.004431515055283,0.0026457325788470003,0.001238851039272,0.0005301505172562,0.0003645946063452,0.0002859104643727,0.0002362143894452,0.0002008002397519,0.0001739486485043,0.0001527995389103,0.0001356946393148,0.0001215809578795,0.0001097484711004,9.969752706613e-05
Conf2443,-0.030178905269090003,-0.05946475036387999,-0.03008254925021,-0.05093159567501,0.01640466152896,0.14341980955539999,0.050998015676660007,0.06173394497273,0.01750156440959,0.007770298514099,0.00232366276338,-0.011999958122350001,-0.04282296237625,-0.008286824436058,-0.043019761310449996,-0.029191520049400004,-0.003982092093705,0.006705049320864,0.0174881622885,0.03298214225645,-0.02153377293869,0.004831037249452,0.056599957399289996,0.01937170160648,0.0101542319356,0.038901632211589994,0.011401869576950002,0.004203804305403,0.005777705635381,0.0033132799779979996,0.008279837612406998,0.009388782115378,0.03414112518697,0.015234601776649998,-0.04511453385137,-0.01416241266167,-0.01038498017806,-0.0357524670014,-0.05680509798454,-0.01568005082809,-0.01642280661814,-0.005439609078272,-0.009853154083285,-0.005015474240552,0.0001243290282973,0.01228999673107,0.004570650884038001,-0.015726577613,-0.02583859577455,-0.1486268455217,0.0106687915375,0.07604600128678998,0.004355624104514,-0.07185601444095,-0.0377434659106,-0.002252047569213,0.02050679563543,0.034137935600630005,0.1034783984836,0.021381148148349998,0.006556551473736001,0.03837172477553,-0.008396816779215999,-0.006994664093699,-0.01887927460993,-0.007191924020651001,0.011735170268299998,0.10256728683160002,0.02880811408401,0.019173111658099998,0.03521756708493,0.04570273229989,0.010212925471409999,-0.07437187659844,-0.01568723547439,0.005411337093339,0.00319727398688,0.0005999459653364,0.0003223131230922,0.0003246852061062,0.0004515379978931,0.0008203759937367,0.002117671881633,0.01032251669606,0.01541001816746,0.001878078127301,-0.0014191427904320002,-0.007033098643499,-0.034464161946059994,-0.01490589098645,-0.0034310623330919996,-0.001364669886229,-0.0006964797870941,-0.0004068968716127,-0.0002583754736883,-0.000173442725851,-0.0001210420726195,-8.685669549684001e-05,-6.358379835962e-05,-4.720095521582e-05,-3.53547802518e-05
Conf2444,-0.020511430841720003,-0.07361762047249999,-0.04930973244609999,-0.09007632538069998,0.1018511979018,0.1708397821404,0.03941559774898001,0.06439061912465001,0.018735166793349998,-6.71768219512e-05,-0.0002854385453573,0.008165375219037,0.019370898998330003,-0.04423693701576,-0.107690468248,-0.05406654205831,-0.011606732738299999,-0.002052119240171,-0.007783370528312,-0.000844166124053,0.0073440073612070006,0.014711088111059999,0.037566182846919996,0.06900559062131,0.013769212937610001,0.03895905627619,0.01359245693147,0.0045822772232019995,0.0042149818899640005,0.007783915757101,-0.0029198926691670008,0.008859658932528,0.053413142796689995,0.010851300129499999,-0.01195640421269,-0.01135235030199,-0.014323980234049998,-0.047488876963809996,-0.055127410473230005,-0.06011585911359,-0.003935945550957999,-0.005655980619213,-0.017200030900830002,-0.019629846328220003,-0.0018199000993829998,0.02064631422229,0.001489940903921,-0.06538611423161,-0.01722775958099,-0.06710008611052,-0.03589554520358,0.007180451321227,-0.042218157472550005,-0.10464430498839998,-0.01580399974641,0.0036377185039530003,0.021172530437720005,0.10668836935930001,0.07119313904521,0.050078076936,0.07140986907025,0.031624829222,0.0375901516599,-0.001495997637699,-0.02607446894457,-0.007186356622821001,-0.01078482613716,0.13162014226510002,0.0220153856773,-0.017672683530040003,-0.0026104598455479995,0.03719450342421,-0.02172172533328,-0.04236540456401,-0.023428974473389996,0.005111288323999001,0.001936264504029,4.377591916376e-05,4.245114156033e-05,0.0002614834662722,0.0006497603125075,0.0014910384452400001,0.004086745013946,0.01885757677854,0.040703766528379995,0.006108237601314999,0.001432618883946,0.0030168307079920004,-0.05617285291277,-0.03331807558213,-0.0070373703996179995,-0.0026824323697070005,-0.001345580456929,-0.0007847786887918,-0.0005032510843716,-0.0003444579779684,-0.0002472532227426,-0.0001840240123061,-0.000140920903028,-0.0001104212842204,-8.817458756989e-05
Conf2445,-0.027314415377409997,-0.056862932202819995,-0.08193509390955,0.0027677705953560003,0.027154555804530002,0.08635115196149999,0.02308135307047,0.047887564403059996,0.01335920298683,0.006623105255251,0.006605023814460999,0.016660801361080002,0.006434082600622,-0.02636860286581,-0.08730339492875,-0.06271436049116001,-0.01194300695765,-0.001998635974158,-0.0014996328620839998,0.07120262379968,-0.02337439850982,0.01365169512171,0.0105291895161,0.054560312170709994,0.01232080217534,0.022421928695820003,0.009334921899881,0.002436567390888,0.0008128509226739,-0.0008051441169968,-0.01182789114021,0.0044559994930849995,0.0277269840051,0.05444380394789,-0.005811071941455,-0.07442984052842999,-0.02071036040327,-0.03846712202603,-0.041625783098260004,-0.015675538419020002,-0.005520176249542,-0.0042570322217759995,-0.0126551195605,-0.007555181363188001,-0.0006867158841363,0.006499612307385,0.02210785261162,0.03679970416947,-0.024555552283650004,-0.07090236679407,-0.009378022476575999,0.007494391853635,-0.030003287676709997,-0.1572446667338,-0.06501882962022,-0.01143717290574,0.0066838946292900004,0.06767591749585,0.06164701909835,0.052672608260850004,0.03881623267974,-0.002058252261977,-0.04169294381885,-0.1373270174869,-0.050369529573029995,-0.01075688698522,0.0008684204090072,0.0618423125967,0.010537342369049999,-9.902591197009e-05,-0.0035994646671550007,0.03572896468198,0.07316555458272,0.003289076736965,-0.045233338335660005,-0.01089108633098,-0.002980475909048,-0.0011803312292119998,-0.0007156699237221,-0.0005621100047029,-0.000508652633013,-0.0004593157611837,-0.0002026518697432,0.00190989251311,0.0057852297224899995,-0.001744207804775,-0.005268713344362001,-0.014159302208,-0.09683924064968,-0.056751729730980006,-0.01263231986276,-0.005119209656454,-0.00273275950635,-0.0016945370410860001,-0.0011537000886080002,-0.0008371986840305,-0.0006362763130562,-0.0005008173785369,-0.0004051641039036,-0.0003350893643425,-0.000282194319693
Conf2446,-0.005944500151264001,-0.06001586897412,-0.02227458042889,-0.051519658941050005,-0.03763257551954,0.06728397576324,0.014452612680510001,0.022243754378,0.008790883621649,0.007807727187473999,0.01563800533072,0.05384992108627,0.039186000028580005,0.01799814060036,-0.07303080693530001,-0.0691348858902,-0.01362888516552,-0.007613051506143001,-0.021007776908919997,0.01130710014921,0.0013324681802049999,0.003676733475501,0.015374312808610001,0.02766385844636,0.005701006139771,0.03610792034706,0.02828423154814,0.005899569440346,0.002769828091331,-0.0002861942230048,-0.012143784963760002,0.006366757334056,0.03201177642935,0.046473937384949995,-0.042148048976539995,-0.05650778193330999,-0.02162975783289,-0.029990625693,-0.03831755672665,-0.01709596631532,-0.012231836314260001,-0.003135470753967,0.0008757133175248,0.0008331526488521,-0.0004019831928006,0.0014712034270939998,0.005778724743425999,0.025542208483080003,-0.01864798062311,-0.1060318052889,-0.08458906248267001,-0.003217646070137,-0.05396338196509,-0.05160201374511,0.008375103849585,0.02107915784163,0.09525387572645,0.10444338853319998,0.027837249726450002,0.03636892776923,0.01980748265957,-0.005414595896279999,-0.058902638740099995,-0.10201967898530001,-0.048865447175410005,-0.01106022251585,-0.004588079853277,0.06123365861555001,0.01328468769018,0.01568249933408,0.03343626367954,-0.004317656303132999,-0.011108336128169999,-0.05899948581576,0.03796754589093,0.0027622584077929995,0.0002223595048005,-0.0001081794146528,-0.0002262479983895,-0.0002785631087175,-0.0003022008146286,-0.0002722304630731,1.977993057557e-06,0.0021562194550529996,0.006566461162615,-0.001121702051409,-0.004184224193592,-0.011091358194270002,-0.07657869339385001,-0.050700837469809995,-0.010987160712419999,-0.004393298272811,-0.00232845226263,-0.001437307484452,-0.000975516475074,-0.0007062967428138,-0.000535889433825,-0.0004212744588525,-0.0003404995075798,-0.0002814245455627,-0.000236898684172
Conf2451,0.008797882104569001,-0.03439066592297001,-0.03485309817873,-0.038340488531169996,0.06710958280965,0.1741583740334,0.009542595868042,-0.023322283147049996,-0.002503811801512,-0.0011685863159660002,-0.00907392417001,-0.01889614274779,-0.03241605383258,-0.04562426364478,-0.08084844126725,-0.019984154934439998,-0.003369295045326,0.005334145782383999,0.021472904578140002,0.032498489766660005,0.04024475360235,0.01989460870564,0.00834247419886,0.01861887589484,0.0046236696030690005,0.012985492095020002,0.004819694144626,0.0028384389262040006,0.008442554801053999,0.004628935744555001,0.003959814410095,0.010779103730840001,0.0344527150676,-0.026135335397390002,-0.043044422986970005,0.029460398126669996,4.460083403238e-05,-0.03049109530981,-0.034010003052540004,-0.011838006959909999,-0.03055750272126,-0.01047678288193,-0.023837677861240004,-0.0103342432888,-0.0027724670577379995,0.004540069092250999,-0.02391453876902,-0.03155511344257,-0.009993669853508,-0.03746526444058,0.02088607890849,0.07058475805700999,-0.026453157577400004,-0.045278417352480005,0.002502180701392,0.01703503773114,0.08162116933356,0.01362410970999,0.0007267401045916,-0.0269922902787,-0.008448144095449,0.05692661679746,0.1153326461951,0.03848941193931,-0.02396171336282,-0.02086597562554,-0.06002074497769,0.02992710993055,0.006071581412691999,0.004978759759557001,0.012568551407950001,0.043716652899040004,0.05083091357246,0.01617940743708,-0.021862874399089998,0.02210761078648,0.007339063717402,0.0019516284800989998,0.0008336463088103,0.0003401541812325,-4.657381093818e-05,-0.000570060293972,-0.0017968513059679998,-0.007646654818608001,-0.02111739281082,-0.005054604194269,-0.007385343124441,-0.030753324558430002,-0.0001473608706383,0.004788959285004,0.000416721716703,-8.084145252508e-06,-6.0646346948959994e-05,-5.684661121381999e-05,-4.440729260791e-05,-3.255773514503e-05,-2.292333341233e-05,-1.543878361165e-05,-9.708732047924001e-06,-5.339419678008e-06,-2.0089356046e-06
Conf2452,-0.0004740031013593,0.0008482156178424,0.005411465836901,0.024458937808110003,0.1944110034928,0.03551179011607,-0.021349966435400002,-0.04048345238557,-0.008315821617896001,-0.009068063694332,-0.023140564971980002,-0.027500995411729998,-0.042993782314290005,-0.04604174197758,-0.0839397897178,-0.01730435915019,-0.0026339142857720005,0.006706206765357,0.028919308618259996,0.05346602834341001,0.005937584481480999,0.01377000702358,0.0148263566802,0.04263001674754,0.01244145084342,-0.0031061531991770004,0.0007087299215735,0.001362250157587,0.004047518147314,0.002478459559428,0.007262882717923999,0.013403944612780001,0.041361217389260005,-0.01596439010671,-0.050145486586620006,-0.0374435115433,-0.002913830456253,-0.021584121263850002,-0.035350204119839995,-0.02425424580505,-0.03203402904511,-0.01071154986999,-0.02307228950905,-0.011292556563600002,0.0004180654184525,0.018699836614020002,0.014680539991639999,-0.01485611308501,-0.00549720934794,-0.03140785629973,0.05767304482116001,0.056117986685849996,0.027787519868119996,-0.07814088908947,-0.027000667725299996,-0.002249065036735,0.008404116415866,0.004490501601379001,0.009503718356619,-0.0042801871207969995,0.04399447296186,0.03697154251747,0.06557317040898,0.03850771123848001,-0.014650292934000001,-0.01279274553023,-0.020758719280380002,0.06574654796106,0.01410368488115,0.01149187619166,0.02512238213468,0.04987912982646,0.1356815058062,-0.022947665899660002,-0.04608005880241,0.04249704259866,0.02601205952399,0.006107411573429,0.002749571141448,0.001658269899171,0.0011692272958129999,0.0009275574961993,0.0008856229553991,0.001616086964618,0.002669862372251,-0.0003817161435445,-0.006102472639975,-0.024222501504080004,0.02037878780022,0.02823249724552,0.005152121327188,0.0018864195509220002,0.0009768949025809,0.0006108919444005,0.0004285909131006,0.0003241796833386,0.0002581853840888,0.0002133185366247,0.0001810699555791,0.0001568618785399,0.0001380516761267
Conf2453,-0.01607290738952,-0.023476841160889998,-0.01737096520005,-0.03643304034424,0.03179627205762,0.2120117457375,0.00704876864874,-0.03139822801113,-0.0037206290226990003,-0.0006610027414184,-0.00381718510944,-0.01932902602029,-0.04581329263483999,-0.036492965023690004,-0.03718787154726,-0.008350104527685,0.0001439721191874,0.01064203942856,0.02864212423583,0.03384711282123,-0.009541612323843,0.015742139609959998,0.044127350776349994,0.020300127978950002,0.006061240227337,0.006702267350160999,0.002379257191921,0.0038344685790059996,0.01531245812223,0.005068551543704,0.009651967027953,0.012664104753940001,0.01998945481729,0.006297373341701999,-0.03696686904575,-0.002474564128956,-0.003529903938481,-0.02992935688968,-0.03482561943096,-0.01495980406567,-0.028528068293009995,-0.009791403221955,-0.029494051512450003,-0.009551359091624,0.0005601165536519,0.01668054582295,0.01949105792039,-0.003729988861583,-0.003459298897404,-0.03581957668581,0.05047351258355,0.056375955487360005,0.009925273848027,-0.006341817583157,-0.038120900119580005,-0.009182764749138,-0.02245748640095,-0.006800423956,0.008983305849663,0.010002633116209999,-0.008575548238520001,0.041192270618379996,0.058920236358559995,0.0237970605331,-0.03515325606848001,-0.01318255152125,-0.016094498556659998,0.07815784726153001,0.01661253553908,0.014156857658270001,0.03053144512261,0.02681099121348,-0.01905339066912,0.01246334903181,-0.007571743524500999,0.02707152304006,0.009642632773796999,0.002735618180611,0.0012815289831600001,0.0006841579639635,0.0002990364571026,-9.906010087717e-05,-0.000845084991836,-0.003982374264034,-0.011533806113379999,-0.003456876543392,-0.006946948375246,-0.03092214335807,-0.0027741444304629995,0.002134414907305,-4.207471664523e-05,-0.0001450568474181,-0.0001092966759707,-7.253378310729e-05,-4.569334684764e-05,-2.701414340265e-05,-1.4041602881610001e-05,-4.964531914055e-06,1.4374965332280001e-06,5.977352820244999e-06,9.201568053552e-06
Conf2454,-0.006651255303361,-0.06251022627788,-0.035948496585129996,-0.01847976533114,0.04493019426628,0.1787374433935,0.02385993284309,-0.0029086174380920002,-0.0005988836164162,-0.007267228745282,-0.001343380597127,0.006131958975439,0.017890913775990003,-0.056414938604379995,-0.1546501877051,-0.03104146476543,-0.007596676584020001,0.000355750080984,0.005689039092335,-0.0020962513581199997,0.03706881430444,0.010413745186719999,0.04132538972274,0.050249992788930005,0.011195414131770002,0.01294825727653,0.003950899884449,0.002653634676834,0.00511004571309,0.013393207155840001,-0.002274631973989,0.008463936825938,0.039838070077870005,0.003175807879765,-0.0333220548221,-0.01277665911319,0.001197394362583,-0.022604710070569998,-0.04881308865583,-0.05971298226973,-0.004349676684267999,-0.007470139928763,-0.03145451311088,-0.020081799477509998,-0.001049701270304,0.02306809740469,0.006334430930313001,-0.022746267140680003,0.0161272122548,-0.019608673199419998,-0.01062827149399,0.01488105797511,-0.0005695094122115,-0.06398783794514,-0.009169312715021,0.0009428726705568,0.0067898267980059995,0.011455080013319999,0.02935783597186,0.04658824447745,0.07251867935164,0.032259961015869996,0.02778663896406,0.07138330726450999,-0.03397140406971,-0.006434733712192,-0.02734826823425,0.09273130358969,0.01229065330517,-0.03876407071515,-0.01145947593691,0.028787726302840003,0.05989542181573001,-0.02746393303436,-0.01963392681783,0.03453965273306,0.008909980500046998,0.002254134775245,0.0009966791834888,0.0005886676346787,0.0004373802746592,0.000453952864617,0.0008271052187418,0.003272904279308,0.0127021885922,0.0007542578447342,-0.003728656345264001,-0.02201277644696,-0.019850759414970002,-0.02028721243909,-0.004084197513719,-0.0015631601285470002,-0.0007966615965165,-0.0004695629486455,-0.0003017611239925,-0.0002052065430038,-0.0001451219288243,-0.0001055484373562,-7.834074342503e-05,-5.89972271079e-05,-4.487131154426e-05
Conf2455,-0.01589645050054,-0.0315053287945,-0.05312596535851,0.013572082842209999,0.09468943229837,0.02231208884265,-0.007861502243648,-0.017595568423209997,-0.0019236520312589998,0.0023414235896620002,0.0005974162778272,0.01351967475351,0.001477489241766,-0.03119396258502,-0.1437214704741,-0.03551038292119,-0.007257516889551999,0.0022021580312729994,0.01881901568598,0.07657132480506,-0.03171490764466,0.0116993546236,0.01523711614484,0.06156643714223999,0.01233603181691,-0.0031611983438429997,0.00081240161507,0.0014585807654920002,0.0041621197524749996,0.021034600143380003,-0.006048734415176999,0.007557559256511,0.01353873355773,0.015276538626590001,-0.05012315772086,-0.07342532187438001,-0.002566001834182,-0.02438626290779,-0.0348101579483,-0.01369288584184,-0.0168810838974,-0.006283468632413,-0.01804124212048,-0.006740985204361999,0.0008808693520778,0.008311683285564999,0.03461835667004,0.07715628885848,0.013232196161469999,-0.001351070169711,0.021170836797619996,0.06771246190412,-0.01387905975774,-0.13783815188860002,-0.06730389930747001,-0.0219480376048,-0.015174770245639999,-0.0056876606290779995,0.0004421099023839,0.0253261616722,0.05005797517243,0.003721587395285,-0.02314433642798,-0.07173162086575,-0.06276216560483,-0.01269832463388,-0.01292971531855,0.053266871906120006,0.007884610413943,-0.007424020932328,-0.007398148001405,0.031195668081630004,0.09929002815602,0.03103451069745,-0.03748696928333,0.01427632082518,0.003014057898335,0.0008906582083736,0.0003335040499036,2.4018058265189998e-05,-0.0002446781023912,-0.000583097963702,-0.001225612872444,-0.003538839205128,-0.01215044789255,-0.004591993987256,-0.0075011654237789995,-0.03236184434291,-0.03895636606054,-0.04030887659526,-0.008258895822906,-0.0032701328922159997,-0.0017427453304620002,-0.001082670317401,-0.0007381252074238,-0.0005356594363495,-0.0004066072940829,-0.0003193200236451,-0.0002575451832125,-0.0002122332331574,-0.0001780179524226
Conf2456,0.0002753861368798,-0.02513519578907,-0.0037581270383400004,0.01201298017934,-0.008682852867624,-0.022106188374180002,-0.019554336352979998,-0.033125695688040004,-0.0039859499471340005,0.004985657880289001,0.01054085591443,0.04871082268539,0.03412779781108,0.02955005909651,-0.1339686947345,-0.037905928112400004,-0.008823072685625,-0.004594687734641,-0.008887204038763,0.006742599049193001,0.028912850597450003,0.017915640481540002,0.01815980298163,0.018773609841439998,0.004946557651279,0.012279303709540001,0.015003176482440001,0.004106182210844,0.006053176791221,0.01463658653366,-0.001751445368664,0.005747265810226,0.01307811448081,0.012596777031139999,-0.06314850828093,-0.07623053812875,-0.006904709242716999,-0.0013618938964749998,-0.03167531963386,-0.008596143218464001,-0.0158291268567,-0.00529840509356,-0.01311535921852,-0.005652412535050999,-0.00031887142166,0.003753495152501,0.016347201696370002,0.04830538610199,0.004923784460120999,-0.0374084684408,-0.03225998274552,0.026719867971900003,-0.047568019140519995,-0.007004776574632001,0.01502048599471,0.006951845656636,0.03062560744759,-0.01064224189916,-0.01080554728361,0.02540632586187,0.04714446628989,0.004300088919392,-0.03536220940583,-0.03623735480923,-0.058959334381330004,-0.012120317453969999,-0.01731791590041,0.05015495050661001,0.007933687162936,-0.0019092084205510002,0.001559914781869,0.005625288174047,0.04590094447915,-0.02939887577581,0.040513551426839996,0.029856274255790002,0.0067574560128419985,0.0021192872861179996,0.0008917502489123,0.0003359841944259,-3.942825121886e-05,-0.0004314892870647,-0.001120831688454,-0.0036003068075829993,-0.013382909246189999,-0.004478912050161999,-0.006958108592093,-0.0322470763583,-0.02728782164628,-0.02714756609917,-0.005703444132183001,-0.002306776407822,-0.001247717735938,-0.0007826895917397,-0.0005369744768397,-0.0003912656739013,-0.0002977656932425,-0.0002342148348399,-0.0001890811034802,-0.0001558954712233,-0.000130797839936
Conf2461,0.01336696329014,-0.04266790137893,-0.01789291555967,-0.009921187655476999,0.09028184594625,0.11540207396260001,0.01958729547258,-0.009468843466876998,0.0009266948246488,0.006535995221978001,-0.005600129343199,-0.01639905533007,-0.027096262585339998,-0.018118566053209998,-0.029671099734769998,-0.01279366577881,-0.002753795711848,-0.002827515919142,0.01346196811423,0.03491297381711,-0.0113480302404,0.01387360416789,0.0174961333473,0.014520385771020002,0.01059178324985,0.04074994811538,0.03357787196022,0.006726949316061,0.0013034478946260001,-0.0001943830917068,-0.008255024436004002,-0.004043653141809,0.05541250462428,-0.005557575505627,-0.024248980257859997,-0.0023767392155549997,-0.007707824058653001,-0.03204405537806,-0.0538895210862,-0.012584807656479999,-0.012757146728479999,-0.005482913634109,-0.01150476210253,-0.007373308223834,-0.0029191122938680004,-0.0002998670105842,-0.04838978012932,-0.019278925507700002,-0.01136337572382,-0.052646831403160003,0.03777901139335,0.02700088604989,-0.00873314101105,0.01401979768425,0.035640595253290004,0.0028609030388990005,-0.015095376581350002,-0.005985185989882,-0.02020931883589,-0.01925561783313,0.01059241669606,0.05684196995012,0.07955128252019,0.02644898180222,-0.005722495221391,-0.02550969148657,-0.01911985067004,0.03368169233916,0.009613381239833001,0.006145274309275,0.01046857436364,0.07642297429677,0.07716267646479,-0.05538280796322,-0.008617526116107001,0.0006141407065888,0.0006046109979079,0.000203901266919,0.0001873977815028,0.0002104299130759,0.0002844378025052,0.0005127327733671,0.001377182690568,0.007043308206306,0.01089371997033,0.0006050317536137,-0.0034071394222090004,-0.013283678220219999,-0.03503612083299,-0.01698303781352,-0.0039290326284149996,-0.0015934111500279999,-0.0008326840253209,-0.0004989111317971,-0.0003253210733572,-0.0002245982735704,-0.0001615264835038,-0.0001197535088719,-9.087345214079e-05,-7.021921431594001e-05,-5.503813613051e-05
Conf2462,0.002625709571373,0.0040513199003360005,0.015072051728409998,0.06775335397998,0.07880422568748,0.03382817307195,-0.0001145445471085,-0.03072775310321,-0.004557284343471,-0.000476082490426,-0.014242769958040002,-0.025353432160779996,-0.02676668179473,-0.009878959479152,-0.043607130374870004,-0.018570072611680002,-0.004653256748366,-0.006388225511129,0.005525036650608,0.0466145760491,-0.01574919767332,-0.009630209162883001,0.018354023725869997,0.034847799149889995,0.02279603605637,0.02414840215103,0.02677340736852,0.005421687030988,0.0012641694971760001,-0.0004097200767439,-0.01088434541243,0.0016972591641039997,0.05671407747847,-0.0001434421587205,-0.02610911084191,-0.021388337947650004,-0.01102460531861,-0.038262206543239995,-0.05358764054283,-0.02803314595622,-0.01752344626851,-0.006517464529666999,-0.011225551164510001,-0.007923379507769,0.0006871962740143,0.015661304419709997,0.009543384960554001,-0.016742716612849998,-0.00545527130705,-0.027270590654619998,0.0275837637317,0.06925570487517001,0.03730685750346,-0.07377635395009,-0.01905901636313,-0.014102527087000001,-0.0524182006009,-0.01002092749075,-0.019705046595830004,0.015028532802950002,0.07313745009921001,0.03401406824808,0.0429405685766,0.033824065032740006,-0.011970964691069999,-0.02351475559496,0.001024126427975,0.07294064888464,0.01872844894068,0.011100235226049998,0.017300961397799998,0.0410929868833,0.13397115424339998,-0.02962343192883,-0.02671888935387,0.01455441518601,0.013784919326799998,0.0034824790698059997,0.001955280736227,0.0016483828981420001,0.001865156810575,0.002860540017663,0.006616860950394,0.03157598072038,0.03331639760432,0.005835112664385,-0.001074567851839,-0.008682590348340999,-0.0066332459854859995,-0.002297264139961,-0.0003385447787459,3.717364539341e-06,9.580777658433e-05,0.0001222341999006,0.0001267159165255,0.0001230866600386,0.0001164870845754,0.000109009380945,0.0001015402625646,9.445054197153001e-05,8.787913926039001e-05
Conf2463,-0.02007420824131,-0.02849217741935,-0.009180107203335,-0.007935375089572,0.03937009856881,0.1243152333437,0.02330337249657,-0.028655981472820002,-0.0013362730582209999,0.008218527070532,0.00102852288954,-0.014298853749249999,-0.03860744277777,0.006531657904145001,-0.009447145514119,-0.007185415901036,-0.0009581854256514,-0.0020376640874989996,0.03163328962455,0.0295216512231,-0.04540023118551,-0.01573012934639,0.05830981425279,0.0133960461246,0.023993049137840002,0.03526362120934,0.01620894108487,0.005865737456866,0.01115008270118,0.001928477627171,-0.00759581463954,0.0005898920583469,0.03355477693392,0.020013352434389998,-0.01672869999747,-0.01414444539594,-0.009843637385445,-0.03704531989991,-0.04849060585403,-0.01489344440899,-0.01670988899363,-0.005824350486124001,-0.014292897643909999,-0.006654571429891999,0.0005857943095948,0.01279604084182,0.007843090894896,-0.005806893514506,-0.004902675286385,-0.037052208764419996,0.029866869027919997,0.10434980058460001,0.06652514994197,-0.04662315929811,-0.10549850140599999,-0.024897349937,-0.053746617773199994,-0.022867319036639997,-0.0060341769263980004,0.023616399900369997,0.01062728772014,0.03877795493943,0.02896370882669,0.022253795987630002,-0.01293342668578,-0.013530300902499999,0.002311876882159,0.0738569048237,0.020610190008,0.013319901041570001,0.02080398008573,0.06011279234538,0.0218007243436,-0.05872010733037,0.0006059703560736,0.0057603426763160005,0.002952200827815,0.0009474804475776,0.00061554940003,0.0005620559510687,0.0006771616211427,0.001114226681451,0.0027352950344450002,0.012961562114549999,0.02135272121979,0.002397766695415,-0.002805103642371,-0.01314332526879,-0.04066506306882,-0.0212936813523,-0.00475551618729,-0.0018740546908720004,-0.0009548268584537,-0.0005584713467712,-0.0003555715117839,-0.0002395885160792,-0.0001679981837263,-0.0001212436971784,-8.936301778418e-05,-6.687342588936e-05,-5.0568718086329996e-05
