Dih1,Dih2,Dih3,Dih4,Dih5,Dih6,Dih7,Dih8,Dih9,Dih10,Dih11,Dih12,Dih13,Dih14,Dih15,Dih16,Dih17,Dih18,Dih19,Dih20,Dih21,Dih22,Dih23,Dih24,Dih25,Dih26,Dih27,Dih28,Dih29,Dih30,Dih31,Dih32,Dih33,Dih34,Dih35,Dih36,Dih37,Dih38,Dih39,Dih40,Dih41,Dih42,Dih43,Dih44,Dih45,Dih46,Dih47,Dih48,Dih49,Dih50,Dih51,Dih52,Dih53,Dih54,Dih55,Dih56,Dih57,Dih58,Dih59,Dih60,Dih61,Dih62,Dih63,Dih64,Dih65,Dih66,Dih67,Dih68,Dih69,Dih70,Dih71,Dih72,Dih73,Dih74,Dih75,Dih76,Dih77,Dih78,Dih79,Dih80,Dih81,Dih82,Dih83,Dih84,Dih85,Dih86,Dih87,Dih88,Dih89,Dih90,Dih91,Dih92,Dih93,Dih94,Dih95,Dih96,Dih97,Dih98,Dih99,Dih100,Dih101,Dih102,Dih103,Dih104,Dih105,Dih106,Dih107,Dih108,Dih109,Dih110,Dih111,Dih112,Dih113,Dih114,Dih115,Dih116,Dih117,Dih118,Dih119,Dih120,Dih121,Dih122,Dih123,Dih124,Dih125,Dih126,Dih127,Dih128,Dih129,Dih130,Dih131,Dih132,Dih133,Dih134,Dih135,Dih136,Dih137,Dih138,Dih139,Dih140,Dih141,Dih142,Dih143,Dih144,Dih145,Dih146,Dih147,Dih148,Dih149,Dih150,Dih151,Dih152,Dih153,Dih154,Dih155,Dih156,Dih157,Dih158,Dih159,Dih160,Dih161,Dih162,Dih163,Dih164,Dih165,Dih166,Dih167,Dih168,Dih169,Dih170,Dih171,Dih172,Dih173,Dih174,Dih175,Dih176,
0.2931,-179.6289,-178.5784,1.4996,-0.1193,179.6567,178.7234,-1.5006,90.4174,-141.0512,-24.2631,-88.4078,40.1236,156.9117,-179.914,-0.3383,0.0072,179.583,179.7015,-0.2581,0.1297,-179.8298,-179.5134,0.2063,0.0782,179.798,-0.0239,-179.6542,179.9388,0.3084,-66.3164,65.606,179.885,113.7234,-114.3542,-0.0753,-0.2946,178.6037,179.3336,-1.7681,0.516,-179.2579,-178.4094,1.8168,-87.9942,40.512,157.3373,90.8818,-140.612,-23.7868,-0.415,179.8725,179.356,-0.3564,-0.0464,-177.9428,179.664,1.7676,0.0001,-179.7749,177.905,-1.87,80.2489,-153.8637,-36.5983,-97.6191,28.2683,145.5336,64.6955,-172.4114,-57.9597,-64.5779,58.3152,172.767,179.7842,-57.3227,57.129,174.0973,-66.2311,54.4816,-57.3919,62.2797,-177.0076,57.5692,177.2409,-62.0464,-179.4736,-59.9543,61.0965,58.3876,177.9069,-61.0423,-57.2792,62.2401,-176.7091,-165.539,-44.4914,70.9304,62.7677,-176.1847,-60.7629,-51.9243,69.1233,-175.4549,167.7892,-71.3966,48.9034,-60.5976,60.2166,-179.4835,53.895,174.7092,-64.9909,174.9105,-65.263,55.3605,54.5656,174.3921,-64.9844,-60.6268,59.1997,179.8232,64.8143,-172.3057,-57.8573,-64.4148,58.4652,172.9136,179.8818,-57.2382,57.2102,174.3302,-65.9747,54.7094,-57.2211,62.474,-176.8419,57.7899,177.485,-61.8309,-179.5105,-59.9931,61.0693,58.3747,177.8922,-61.0454,-57.3136,62.2039,-176.7337,-171.1208,-48.6971,65.8594,61.7665,-175.8097,-61.2532,-54.1194,68.3043,-177.1391,168.5329,-72.0477,49.0225,-66.4455,52.9739,174.0442,50.3054,169.7248,-69.205,175.7525,-64.3683,56.2779,53.5734,173.4526,-65.9013,-62.1148,57.7645,178.4106,
0.2368,-179.5807,-178.804,1.3785,-0.0948,179.4282,178.9211,-1.5559,91.2579,-140.185,-23.4341,-87.7383,40.8188,157.5697,-179.9715,-0.2486,-0.1559,179.567,179.8329,-0.2572,0.1125,-179.9776,-179.6907,0.1145,0.0408,179.846,-0.1514,-179.995,179.9318,0.0882,-66.3549,65.717,179.9228,113.5564,-114.3718,-0.1659,0.0286,179.788,179.8718,-0.3687,0.1373,-179.7727,-179.6216,0.4685,-64.8597,61.4527,178.6415,114.8926,-118.795,-1.6063,-0.1699,-179.9687,179.7391,-0.0597,0.017,-179.1694,179.8141,0.6277,-0.0289,-179.5548,179.2193,-0.3066,-65.2473,65.8966,-179.7827,115.5527,-113.3034,1.0173,65.0913,-172.0424,-57.6163,-64.1494,58.7169,173.143,-179.8136,-56.9473,57.4789,174.4472,-65.8424,54.8217,-56.9948,62.7155,-176.6203,57.9767,177.6871,-61.6488,-179.4568,-59.9333,61.1406,58.4425,177.966,-60.9602,-57.2192,62.3043,-176.6218,-165.3633,-44.3263,71.1084,62.7877,-176.1754,-60.7406,-51.8491,69.1878,-175.3775,167.5529,-71.6359,48.6828,-60.682,60.1291,-179.5521,53.7557,174.5669,-65.1144,174.9185,-65.2567,55.3737,54.5944,174.4192,-64.9504,-60.5965,59.2283,179.8587,-171.5962,-49.6986,65.2196,62.7334,-175.369,-60.4508,-55.1586,66.739,-178.3428,173.6821,-66.0918,53.7011,-60.8834,59.3428,179.1357,56.7844,177.0105,-63.1965,175.3386,-64.7829,55.8503,54.0079,173.8864,-65.4804,-61.6033,58.2752,178.9084,-54.7928,68.9389,-175.8752,173.4621,-62.8061,52.3798,59.6329,-176.6354,-61.4494,171.1115,-68.5699,51.9437,-56.2944,64.0243,-175.4622,57.2154,177.534,-61.9524,-176.6467,-56.8269,63.1675,58.6216,178.4413,-61.5642,-56.7528,63.067,-176.9385,
1.0412,-178.8173,-178.5051,1.6363,-1.1395,178.1739,178.395,-2.2916,91.4411,-140.0476,-23.2328,-88.0836,40.4277,157.2426,-179.9207,0.1657,-0.0635,-179.9771,-179.321,0.5504,0.5919,-179.5367,178.8737,-1.326,-1.0424,178.7579,0.2132,-179.9489,-179.6681,0.1698,-67.016,65.1366,179.3122,112.8575,-114.9899,-0.8142,-0.5424,179.1435,179.6202,-0.6939,0.0469,179.3798,-179.6382,-0.3053,-64.6147,61.6966,178.8565,115.062,-118.6267,-1.4668,0.7318,-179.0613,-178.5965,1.6104,1.2445,-179.0197,-178.9644,0.7714,-0.0064,-179.3235,-179.7714,0.9116,-87.1101,47.4064,161.2778,92.6331,-132.8504,-18.979,64.9451,-172.1828,-57.7321,-64.2979,58.5742,173.0249,-179.971,-57.0989,57.3517,174.3502,-65.9569,54.7253,-57.1912,62.5017,-176.8161,57.7997,177.4925,-61.8253,-179.4054,-59.8979,61.1622,58.479,177.9865,-60.9534,-57.1903,62.3172,-176.6228,-165.321,-44.287,71.1565,62.7188,-176.2472,-60.8037,-51.8652,69.1688,-175.3877,167.357,-71.8304,48.5018,-60.7778,60.0348,-179.633,53.6022,174.4148,-65.253,174.8921,-65.2804,55.3437,54.5758,174.4033,-64.9726,-60.6084,59.2191,179.8432,-171.632,-49.7438,65.1784,62.7147,-175.3971,-60.4749,-55.1666,66.7215,-178.3562,173.6662,-66.1058,53.6819,-60.874,59.3541,179.1418,56.7914,177.0194,-63.1929,175.3432,-64.7725,55.8567,54.0218,173.9062,-65.4646,-61.5935,58.2908,178.92,67.8542,-168.9659,-55.2261,-68.8231,54.3567,168.0965,179.1372,-57.683,56.0569,155.2908,-85.7134,36.4802,-69.8601,49.1358,171.3294,41.9377,160.9336,-76.8729,179.8666,-60.5441,60.811,57.5588,177.148,-61.4968,-57.5725,62.0168,-176.6281,
0.4637,-179.4614,-178.5332,1.5417,-0.386,179.1965,178.5853,-1.8322,91.2184,-140.2737,-23.4745,-87.7323,40.7755,157.5747,179.988,-0.1575,-0.0877,179.7668,-179.8882,0.0208,0.2586,-179.8324,179.8795,-0.2422,-0.2615,179.6168,-0.0712,179.995,-179.9871,0.079,-66.5653,65.5037,179.7127,113.3452,-114.5858,-0.3768,-0.114,179.6023,179.8197,-0.464,0.1094,-179.9737,-179.6062,0.3108,-64.8576,61.4591,178.6415,114.8502,-118.8332,-1.6508,0.0768,-179.7974,-179.8393,0.2865,0.3168,-179.5758,-179.8099,0.2975,-0.002,-179.5869,179.8989,0.314,-66.8411,65.2116,179.4358,113.2643,-114.6829,-0.4588,64.7696,-172.345,-57.9029,-64.4423,58.4431,172.8852,179.8785,-57.2362,57.206,174.3833,-65.9122,54.7559,-57.1433,62.5612,-176.7707,57.8481,177.5526,-61.7793,-179.5047,-59.986,61.0728,58.3733,177.892,-61.0492,-57.2935,62.2253,-176.716,-165.3507,-44.3116,71.1239,62.8012,-176.1597,-60.7242,-51.8356,69.2035,-175.3611,167.5799,-71.6045,48.7084,-60.6528,60.1628,-179.5244,53.7816,174.5972,-65.09,174.9297,-65.2423,55.384,54.6041,174.4321,-64.9415,-60.5869,59.2411,179.8674,-171.6141,-49.7124,65.198,62.7117,-175.3866,-60.4762,-55.1753,66.7264,-178.3632,173.669,-66.1052,53.6848,-60.8897,59.3362,179.1262,56.7758,177.0016,-63.2083,175.3388,-64.7805,55.8498,54.0079,173.8887,-65.4811,-61.6051,58.2756,178.9059,-165.5168,-44.48,70.9298,62.6491,-176.3142,-60.9044,-51.9848,69.0519,-175.5383,167.5724,-71.6028,48.7135,-60.6897,60.1351,-179.5486,53.7425,174.5672,-65.1164,174.9045,-65.2687,55.3561,54.5806,174.4075,-64.9678,-60.5924,59.2345,179.8592,
1.0717,-179.1304,-178.0322,1.7657,-0.434,179.0134,178.6466,-1.9059,90.9587,-140.5306,-23.7056,-88.1073,40.4033,157.2283,179.5478,-0.3497,-0.248,179.8545,-178.9492,0.8946,0.9472,-179.209,178.65,-1.0061,-1.2511,179.0928,-0.0422,179.9256,-179.8978,0.0699,-67.0777,64.867,179.1484,112.7684,-115.2869,-1.0055,-0.5507,179.1858,179.4817,-0.7819,0.2191,179.6852,-179.5165,-0.0504,-64.7429,61.5726,178.7442,114.9855,-118.699,-1.5274,0.6723,-179.6809,-178.787,0.8599,1.6068,178.727,-178.0375,-0.9174,-0.8983,179.6563,-178.0419,2.5127,148.6441,-85.8612,31.3666,-34.2693,91.2254,-151.5467,64.703,-172.4116,-57.9562,-64.5678,58.3175,172.773,179.7919,-57.3228,57.1327,174.2787,-66.0362,54.675,-57.2523,62.4329,-176.8559,57.7046,177.3898,-61.899,-179.5783,-60.0785,60.9948,58.2933,177.7931,-61.1336,-57.3803,62.1195,-176.8073,-165.3816,-44.3293,71.1015,62.9048,-176.043,-60.6121,-51.806,69.2463,-175.3229,167.7671,-71.418,48.8784,-60.5996,60.2153,-179.4883,53.8983,174.7133,-64.9904,174.9443,-65.2278,55.4016,54.5975,174.4254,-64.9452,-60.6012,59.2267,179.8561,-171.6292,-49.7306,65.1831,62.6979,-175.4035,-60.4898,-55.1977,66.7009,-178.3854,173.6704,-66.1091,53.6919,-60.8852,59.3353,179.1363,56.7979,177.0184,-63.1806,175.3703,-64.752,55.8814,54.0365,173.9141,-65.4525,-61.5683,58.3093,178.9427,-61.263,63.6146,177.6659,173.5003,-61.6221,52.4292,57.4796,-177.6428,-63.5915,175.3494,-64.8445,54.7041,-56.6418,63.1643,-177.287,57.9345,177.7406,-62.7108,-177.6378,-57.9764,61.8674,57.3502,177.0117,-63.1446,-57.6531,62.0083,-178.148,
0.5988,-179.4761,-178.3092,1.6159,-0.1658,179.5956,178.7143,-1.5242,90.7097,-140.7601,-23.9611,-88.1533,40.377,157.1759,179.6317,-0.4437,-0.2926,179.632,-179.7959,0.0895,0.2803,-179.8344,179.6495,-0.1411,-0.4233,179.7861,0.0852,179.9839,-179.8088,0.0899,-66.5256,65.4253,179.6902,113.3615,-114.6877,-0.4227,-0.3007,179.3688,179.8009,-0.5296,0.1441,-179.9609,-179.5245,0.3706,-64.8282,61.4869,178.6667,114.8312,-118.8537,-1.6739,0.2113,179.9966,-179.6824,0.1029,0.5444,-178.1966,-179.2393,2.0198,-0.399,179.8406,178.3419,-1.4185,77.7782,-154.5799,-38.2293,-100.9417,26.7003,143.0509,64.7465,-172.3612,-57.9113,-64.5293,58.363,172.813,179.8298,-57.2779,57.172,174.2425,-66.0648,54.6305,-57.2531,62.4397,-176.8651,57.7052,177.3979,-61.9069,-179.4691,-59.9506,61.1029,58.3951,177.9137,-61.0329,-57.2764,62.2422,-176.7044,-165.6153,-44.5597,70.8562,62.673,-176.2714,-60.8555,-52.0276,69.028,-175.5561,167.719,-71.4695,48.8354,-60.6523,60.1592,-179.5358,53.8502,174.6617,-65.0333,174.8997,-65.2753,55.3532,54.5588,174.3838,-64.9877,-60.6434,59.1815,179.8101,-171.6478,-49.748,65.1691,62.6781,-175.4222,-60.5051,-55.2205,66.6792,-178.4037,173.6434,-66.1338,53.6651,-60.9082,59.3146,179.1135,56.7686,176.9914,-63.2097,175.3375,-64.782,55.8488,54.0069,173.8874,-65.4819,-61.6134,58.2671,178.8978,64.5313,-172.784,-57.8713,-64.5903,58.0945,173.0072,-178.8732,-56.1884,58.7243,172.8425,-67.813,53.4902,-59.3004,60.044,-178.6528,55.4746,174.819,-63.8777,-177.7306,-58.136,62.7891,60.366,179.9606,-59.1143,-55.3386,64.256,-174.8189,
0.1964,-179.6875,-178.6338,1.4824,-0.1058,179.6889,178.694,-1.5113,90.279,-141.2009,-24.4047,-88.5026,40.0175,156.8137,179.9566,-0.3138,-0.1608,179.5689,179.6406,-0.4177,-0.0863,179.8553,-179.5358,0.335,0.2036,-179.9256,-0.0353,-179.9885,-179.9813,0.0655,-66.1755,65.764,-179.9738,113.767,-114.2935,-0.0313,0.0353,179.7269,179.9884,-0.32,0.091,-179.7581,-179.5998,0.5511,-64.9429,61.381,178.5647,114.7394,-118.9368,-1.753,-0.2099,179.9227,179.6374,-0.23,-0.2536,-178.1159,179.613,1.7506,0.138,-179.6558,178.01,-1.7839,80.411,-153.6836,-36.4403,-97.4236,28.4818,145.7251,64.6728,-172.4333,-57.9744,-64.5973,58.2966,172.7555,179.7635,-57.3426,57.1163,174.1052,-66.2279,54.4839,-57.3959,62.271,-177.0172,57.5684,177.2353,-62.053,-179.4562,-59.9325,61.1068,58.4053,177.929,-61.0317,-57.2702,62.2535,-176.7072,-165.5746,-44.5193,70.9018,62.722,-176.2227,-60.8016,-51.9783,69.077,-175.5019,167.6803,-71.5104,48.7959,-60.695,60.1143,-179.5794,53.8135,174.6227,-65.071,174.9184,-65.2549,55.3713,54.574,174.4007,-64.9732,-60.6275,59.1992,179.8254,-171.6402,-49.7407,65.1778,62.6673,-175.4332,-60.5148,-55.219,66.6805,-178.4011,173.6363,-66.1372,53.6589,-60.9059,59.3207,179.1168,56.7549,176.9814,-63.2225,175.3498,-64.7702,55.8611,54.0203,173.9003,-65.4683,-61.6001,58.2799,178.9113,-171.2105,-48.792,65.7644,61.6737,-175.9078,-61.3514,-54.2056,68.213,-177.2306,168.5012,-72.0802,48.9898,-66.4576,52.961,174.031,50.2912,169.7098,-69.2202,175.7305,-64.3924,56.2572,53.5625,173.4396,-65.9107,-62.1236,57.7534,178.4031,
0.2534,-179.5849,-178.7901,1.3715,-0.1157,179.4202,178.9036,-1.5604,91.7341,-139.6985,-22.9617,-87.2652,41.3022,158.039,179.9983,-0.2593,-0.1649,179.5775,179.8908,-0.1446,0.1507,-179.8847,-179.733,0.1222,0.0174,179.8725,-0.1716,179.9562,179.8609,-0.0112,-66.3813,65.6575,179.8752,113.5839,-114.3773,-0.1596,0.015,179.4386,179.8879,-0.6885,0.1667,-179.8611,-179.2476,0.7247,119.1852,-115.4183,1.7148,-61.4131,63.9834,-178.8835,-0.1809,179.9688,179.8469,-0.0034,0.0053,-179.201,179.8546,0.6483,-0.0103,-179.5489,179.2567,-0.2819,-65.304,65.9048,-179.8002,115.476,-113.3152,0.9798,65.1279,-172.0198,-57.6035,-64.1045,58.7478,173.1641,-179.7698,-56.9175,57.4988,174.4969,-65.7837,54.8731,-56.9228,62.7966,-176.5466,58.0436,177.763,-61.5803,-179.6026,-60.0877,60.9974,58.3158,177.8307,-61.0842,-57.3433,62.1716,-176.7433,-165.2372,-44.1959,71.2505,62.9449,-176.0139,-60.5675,-51.7177,69.3236,-175.23,167.65,-71.5407,48.7795,-60.6025,60.2068,-179.473,53.8589,174.6682,-65.0116,174.9391,-65.2371,55.3937,54.6017,174.4255,-64.9436,-60.5917,59.2321,179.8629,-60.8548,62.2342,177.0308,173.4816,-63.4294,51.3673,56.6154,179.7044,-65.499,175.5969,-64.6976,55.2317,-57.968,61.7375,-178.3332,58.6798,178.3853,-61.6854,-179.1235,-59.335,60.6248,58.0641,177.8526,-62.1876,-57.7464,62.0421,-177.9981,-54.7117,69.0242,-175.8055,173.4569,-62.8072,52.3631,59.6743,-176.5898,-61.4195,170.9057,-68.7975,51.7307,-56.4221,63.8747,-175.5971,57.0381,177.3349,-62.1369,-176.5952,-56.7786,63.2207,58.6519,178.4685,-61.5321,-56.6947,63.1219,-176.8787,
1.079,-178.7331,-178.5364,1.6515,-1.2137,178.0718,178.3918,-2.3228,91.6722,-139.8149,-23.0077,-87.9248,40.5882,157.3953,-179.8418,0.2106,-0.0315,-179.9791,-179.4506,0.5253,0.4965,-179.5275,178.8338,-1.4198,-1.1152,178.6312,0.3331,-179.8766,-179.6448,0.1455,-66.8996,65.2289,179.4132,113.0767,-114.7947,-0.6105,-0.512,178.7135,179.6965,-1.078,-0.1645,179.1856,-179.3761,-0.026,120.7722,-113.7664,3.3023,-60.0319,65.4294,-177.5019,0.9625,-178.7746,-178.3882,1.8746,1.3055,-178.9197,-178.9594,0.8155,0.0164,-179.2727,-179.7837,0.9273,-87.6996,46.7848,160.6884,92.0818,-133.4339,-19.5303,64.9027,-172.2353,-57.7866,-64.3358,58.5262,172.9749,179.9889,-57.1491,57.2996,174.3246,-65.9829,54.7027,-57.2073,62.4852,-176.8292,57.7855,177.4781,-61.8364,-179.5831,-60.0828,60.9889,58.3132,177.8135,-61.1148,-57.3531,62.1471,-176.7812,-164.9919,-43.955,71.5138,63.0672,-175.896,-60.4271,-51.5352,69.5016,-175.0295,167.5243,-71.6671,48.6613,-60.6079,60.2007,-179.471,53.7831,174.5917,-65.0799,174.9674,-65.2056,55.4182,54.6322,174.4593,-64.9169,-60.5561,59.271,179.8948,-60.9859,62.074,176.9217,173.3327,-63.6075,51.2402,56.4823,179.5421,-65.6102,175.7934,-64.4062,55.4486,-57.6918,62.1086,-178.0365,58.9416,178.742,-61.4032,-179.1197,-59.3182,60.6279,58.0596,177.8611,-62.1928,-57.7599,62.0415,-178.0124,67.9054,-168.9186,-55.1328,-68.7978,54.3782,168.164,179.1566,-57.6674,56.1184,154.95,-86.1267,36.1122,-70.2505,48.6728,170.9117,41.5737,160.497,-77.2641,-179.9135,-60.2788,61.0761,57.7734,177.4081,-61.237,-57.403,62.2317,-176.4134,
0.472,-179.4698,-178.5459,1.5123,-0.4098,179.1857,178.5838,-1.8207,91.8212,-139.6589,-22.882,-87.1517,41.3682,158.145,179.973,-0.1597,-0.0857,179.7816,-179.8604,0.1041,0.2735,-179.7621,179.8469,-0.2324,-0.2816,179.6391,-0.0738,179.9549,179.959,-0.0123,-66.5536,65.4862,179.7054,113.4114,-114.5488,-0.3296,-0.1188,179.2373,179.8527,-0.7912,0.1088,179.9346,-179.2367,0.5891,119.3625,-115.2394,1.8834,-61.306,64.0921,-178.7851,0.0895,-179.8285,-179.736,0.346,0.2929,-179.6276,-179.7896,0.2899,0.0293,-179.5685,179.956,0.3582,-66.9175,65.1944,179.3906,113.1605,-114.7275,-0.5313,64.8199,-172.3155,-57.8832,-64.3807,58.4839,172.9162,179.9376,-57.1978,57.2345,174.431,-65.853,54.8069,-57.0687,62.6473,-176.6928,57.9223,177.6383,-61.7018,-179.7402,-60.2341,60.8495,58.1609,177.667,-61.2494,-57.4965,62.0096,-176.9068,-165.2338,-44.1907,71.256,62.9439,-176.0129,-60.5662,-51.716,69.3272,-175.2261,167.6504,-71.5403,48.7733,-60.595,60.2143,-179.4721,53.8604,174.6696,-65.0167,174.9324,-65.241,55.3847,54.5943,174.4209,-64.9534,-60.6003,59.2263,179.852,-60.9213,62.1559,176.9595,173.4205,-63.5022,51.3014,56.5568,179.634,-65.5623,175.5766,-64.7144,55.2023,-57.9796,61.7294,-178.3539,58.6682,178.3772,-61.7061,-179.0596,-59.2723,60.6911,58.1408,177.9281,-62.1085,-57.673,62.1143,-177.9223,-165.2272,-44.1715,71.2436,62.8406,-176.1038,-60.6887,-51.734,69.3216,-175.2632,167.3975,-71.8129,48.5264,-60.7825,60.0071,-179.6536,53.5963,174.386,-65.2748,174.9449,-65.2228,55.3983,54.593,174.4253,-64.9536,-60.56,59.2723,179.8934,
1.0728,-179.1359,-178.0593,1.7321,-0.4433,178.9963,178.6669,-1.8936,91.1849,-140.2878,-23.4771,-87.9109,40.6165,157.4271,179.5523,-0.3468,-0.2369,179.864,-178.9515,0.9464,0.9466,-179.1555,178.6456,-1.0045,-1.2571,179.0928,-0.0446,179.8904,-179.9503,-0.0154,-67.0786,64.8369,179.1283,112.8207,-115.2638,-0.9724,-0.5411,178.8467,179.5235,-1.0887,0.2041,179.5993,-179.174,0.2212,119.6115,-115.0471,2.0923,-61.0239,64.3175,-178.5431,0.6847,-179.6747,-178.7075,0.9332,1.5976,178.7414,-178.0412,-0.8973,-0.886,179.6768,-178.0528,2.5099,148.8502,-85.6651,31.5906,-34.0388,91.4459,-151.2984,64.6743,-172.4339,-57.9876,-64.5984,58.2934,172.7396,179.7606,-57.3475,57.0987,174.2931,-66.0153,54.6952,-57.2182,62.4735,-176.816,57.7365,177.4281,-61.8614,-179.6,-60.1077,60.9777,58.2659,177.7582,-61.1564,-57.4005,62.0918,-176.8228,-165.4952,-44.435,70.9917,62.8252,-176.1145,-60.6878,-51.9067,69.1535,-175.4197,167.8653,-71.3183,48.9788,-60.5325,60.2838,-179.419,53.9898,174.8061,-64.8968,174.9535,-65.2188,55.4071,54.601,174.4287,-64.9454,-60.6059,59.2217,179.8476,-60.9584,62.0853,176.9284,173.4644,-63.4919,51.3512,56.5593,179.603,-65.5539,175.7131,-64.5565,55.3628,-57.9167,61.8138,-178.267,58.7808,178.5112,-61.5695,-179.0859,-59.2923,60.6686,58.1443,177.9379,-62.1013,-57.7072,62.0864,-177.9527,-61.3466,63.5454,177.5864,173.4118,-61.6961,52.3448,57.3957,-177.7123,-63.6713,175.2567,-64.9505,54.5839,-56.7237,63.0691,-177.3965,57.8206,177.6133,-62.8522,-177.646,-57.9933,61.8588,57.3318,176.9845,-63.1634,-57.6673,61.9854,-178.1625,
0.5561,-179.5188,-178.3627,1.5624,-0.1401,179.6165,178.7522,-1.4912,91.32,-140.1341,-23.3632,-87.5546,40.9913,157.7622,179.5925,-0.4661,-0.3318,179.6095,-179.8124,0.0622,0.2469,-179.8786,179.6992,-0.0367,-0.3574,179.9067,0.0847,179.9283,-179.7995,0.044,-66.4721,65.4575,179.7385,113.4041,-114.6663,-0.3852,-0.2999,178.9243,179.8556,-0.9201,0.1781,179.9664,-179.0336,0.7547,119.5609,-115.0939,2.0484,-61.2445,64.1007,-178.757,0.1434,179.8724,-179.6439,0.0851,0.4233,-178.3259,-179.3042,1.9466,-0.3431,179.9014,178.4066,-1.3489,77.9951,-154.3556,-38.0464,-100.7337,26.9156,143.2248,64.7471,-172.3715,-57.9392,-64.519,58.3624,172.7946,179.8452,-57.2734,57.1589,174.2988,-66.0021,54.6869,-57.1554,62.5436,-176.7673,57.7923,177.4913,-61.8196,-179.6524,-60.1453,60.9258,58.2293,177.7364,-61.1925,-57.4294,62.0776,-176.8513,-165.5402,-44.4832,70.9376,62.759,-176.184,-60.7633,-51.9645,69.0925,-175.4868,167.7615,-71.4369,48.8785,-60.6286,60.173,-179.5117,53.8951,174.6967,-64.9879,174.8982,-65.2779,55.3519,54.5498,174.3736,-64.9966,-60.6538,59.17,179.7998,-61.0533,62.0221,176.8536,173.3766,-63.5479,51.2836,56.4585,179.534,-65.6346,175.7504,-64.5011,55.3861,-57.8685,61.88,-178.2328,58.8281,178.5766,-61.5362,-179.1166,-59.3227,60.626,58.0828,177.8767,-62.1746,-57.7537,62.0402,-178.0112,64.652,-172.6557,-57.7318,-64.472,58.2203,173.1441,-178.7243,-56.032,58.8918,172.889,-67.7609,53.5418,-59.2455,60.1045,-178.5927,55.5345,174.8845,-63.8128,-177.6999,-58.1033,62.8248,60.3822,179.9787,-59.0931,-55.3203,64.2762,-174.7956,
0.2036,-179.6799,-178.677,1.4395,-0.0985,179.6891,178.7541,-1.4584,90.9214,-140.5344,-23.7702,-87.9132,40.631,157.3951,179.9328,-0.3296,-0.1848,179.5528,179.6927,-0.3492,-0.0423,179.9159,-179.6013,0.3449,0.1457,-179.9081,-0.0268,179.9628,-179.9883,0.0014,-66.2235,65.6751,179.9612,113.7353,-114.3661,-0.08,-0.0106,179.3177,179.9997,-0.672,0.1211,-179.8684,-179.1964,0.814,119.1673,-115.4883,1.6709,-61.5301,63.8143,-179.0265,-0.1891,179.8662,179.8004,-0.1443,-0.2501,-178.0966,179.6944,1.8478,0.1257,-179.661,177.9827,-1.804,80.3167,-153.7925,-36.5693,-97.5027,28.3881,145.6113,64.6852,-172.4268,-57.9862,-64.5754,58.3127,172.7532,179.7888,-57.3231,57.1175,174.215,-66.0964,54.597,-57.2443,62.4443,-176.8623,57.711,177.3995,-61.9071,-179.6402,-60.1307,60.9315,58.2306,177.74,-61.1977,-57.4287,62.0808,-176.857,-165.6171,-44.5585,70.848,62.7313,-176.2101,-60.8036,-52.0137,69.0448,-175.5487,167.8051,-71.3766,48.9161,-60.6255,60.1928,-179.5145,53.9259,174.7443,-64.9631,174.9201,-65.2545,55.3778,54.5695,174.3949,-64.9728,-60.6334,59.192,179.8243,-61.0134,62.0399,176.8834,173.3937,-63.553,51.2905,56.4886,179.5419,-65.6146,175.7329,-64.5203,55.3748,-57.9048,61.8421,-178.2629,58.783,178.5299,-61.5751,-179.0975,-59.302,60.6465,58.1241,177.9197,-62.1319,-57.7221,62.0735,-177.9781,-171.2731,-48.8331,65.7121,61.6101,-175.9499,-61.4047,-54.2323,68.2077,-177.2471,168.4646,-72.1207,48.9601,-66.4976,52.917,173.9979,50.2451,169.6598,-69.2594,175.6904,-64.4356,56.2076,53.493,173.367,-65.9898,-62.1769,57.6971,178.3403,
