Dih1,Dih2,Dih3,Dih4,Dih5,Dih6,Dih7,Dih8,Dih9,Dih10,Dih11,Dih12,Dih13,Dih14,Dih15,Dih16,Dih17,Dih18,Dih19,Dih20,Dih21,Dih22,Dih23,Dih24,Dih25,Dih26,Dih27,Dih28,Dih29,Dih30,Dih31,Dih32,Dih33,Dih34,Dih35,Dih36,Dih37,Dih38,Dih39,Dih40,Dih41,Dih42,Dih43,Dih44,Dih45,Dih46,Dih47,Dih48,Dih49,Dih50,Dih51,Dih52,Dih53,Dih54,Dih55,Dih56,Dih57,Dih58,Dih59,Dih60,Dih61,Dih62,Dih63,Dih64,Dih65,Dih66,Dih67,Dih68,Dih69,Dih70,Dih71,Dih72,Dih73,Dih74,Dih75,Dih76,Dih77,Dih78,Dih79,Dih80,Dih81,Dih82,Dih83,Dih84,Dih85,Dih86,Dih87,Dih88,Dih89,Dih90,Dih91,Dih92,Dih93,Dih94,Dih95,Dih96,Dih97,Dih98,Dih99,Dih100,Dih101,Dih102,Dih103,Dih104,Dih105,Dih106,Dih107,Dih108,Dih109,Dih110,Dih111,Dih112,Dih113,Dih114,Dih115,Dih116,Dih117,Dih118,Dih119,Dih120,Dih121,Dih122,Dih123,Dih124,Dih125,Dih126,Dih127,Dih128,Dih129,Dih130,Dih131,Dih132,Dih133,Dih134,Dih135,Dih136,Dih137,Dih138,Dih139,Dih140,Dih141,Dih142,Dih143,Dih144,Dih145,Dih146,Dih147,Dih148,Dih149,Dih150,Dih151,Dih152,Dih153,Dih154,Dih155,Dih156,Dih157,Dih158,Dih159,Dih160,Dih161,Dih162,Dih163,Dih164,Dih165,Dih166,Dih167,Dih168,Dih169,Dih170,Dih171,Dih172,Dih173,Dih174,Dih175,Dih176,
0.1295,179.8092,-178.8243,0.8554,0.0298,-179.7578,179.0007,-0.787,-59.9182,65.4833,-177.4646,121.1457,-113.4528,3.5993,179.7085,-0.0828,0.0296,-179.7618,-179.6714,0.3144,0.1183,-179.896,179.4642,-0.1175,-0.3345,-179.9163,0.183,-179.8955,-179.8039,0.1177,-66.7339,65.2696,179.5136,113.2521,-114.7444,-0.5004,-0.2564,-179.7936,179.8223,0.285,0.0211,179.9753,179.5558,-0.49,-62.1113,63.1353,-179.614,118.3665,-116.3869,0.8638,0.2679,179.8398,-179.6858,-0.1139,0.2659,-178.6579,-179.3025,1.7737,-0.226,179.5582,178.6983,-1.5175,77.9291,-154.4393,-38.1085,-100.973,26.6587,142.9895,-60.7105,62.4229,177.1913,173.685,-63.1817,51.5868,56.8479,179.9812,-65.2504,175.6442,-64.6103,55.257,-57.8037,61.9419,-178.1908,58.8056,178.5511,-61.5816,-178.9374,-59.1259,60.8474,58.1649,177.9764,-62.0503,-57.5863,62.2252,-177.8015,-165.414,-44.3557,71.0567,62.808,-176.1337,-60.7213,-51.8549,69.2034,-175.3842,167.6903,-71.5103,48.8022,-60.6168,60.1826,-179.5048,53.8436,174.643,-65.0445,174.932,-65.2366,55.3904,54.5796,174.411,-64.962,-60.5922,59.2391,179.8662,-61.1202,62.0046,176.8066,173.3366,-63.5386,51.2634,56.2993,179.4241,-65.7738,175.9873,-64.3395,55.7232,-57.8002,61.873,-178.0643,59.0283,178.7015,-61.2358,-178.9403,-59.1622,60.7338,58.1561,177.9342,-62.1698,-57.643,62.1351,-177.969,64.7677,-172.5638,-57.6594,-64.2842,58.3844,173.2888,-178.6268,-55.9583,58.9461,172.918,-67.725,53.5429,-59.2233,60.1337,-178.5983,55.5983,174.9553,-63.7767,-177.6178,-58.0134,62.8992,60.4953,-179.9003,-58.9878,-55.2067,64.3977,-174.6898,
-0.1989,179.6891,-179.4435,0.4445,0.1388,-179.686,179.3952,-0.4296,-61.7518,63.6707,-179.1943,119.0166,-115.5608,1.5742,179.9202,-0.0674,0.0324,-179.9551,179.6966,-0.3152,-0.316,179.6723,-179.6906,0.3954,0.3214,-179.5925,0.1174,-179.8404,-179.8717,0.1705,-66.3238,65.6668,179.9193,113.6647,-114.3448,-0.0923,0.0791,-179.4561,-179.9632,0.5016,-0.0728,-179.8656,179.4597,-0.3331,-62.1438,63.0916,-179.647,118.3362,-116.4283,0.833,-0.1275,179.7844,179.6628,-0.4253,-0.4539,-178.4317,179.6348,1.657,0.1881,-179.99,178.1767,-2.0014,80.5431,-153.5736,-36.3352,-97.4018,28.4815,145.7199,-60.8123,62.2434,177.0608,173.4687,-63.4757,51.3418,56.638,179.6936,-65.4889,175.5533,-64.7442,55.1845,-57.999,61.7035,-178.3678,58.6196,178.3221,-61.7492,-179.1065,-59.3181,60.6391,58.11,177.8984,-62.1445,-57.7082,62.0802,-177.9626,-165.6087,-44.5432,70.8483,62.6215,-176.313,-60.9215,-52.0503,69.0152,-175.5933,167.5364,-71.6696,48.6508,-60.8046,59.9894,-179.6903,53.6753,174.4693,-65.2103,174.9013,-65.2712,55.3582,54.5522,174.3797,-64.991,-60.6203,59.2072,179.8365,-61.0294,62.0971,176.8915,173.4357,-63.4379,51.3565,56.3911,179.5175,-65.688,176.0212,-64.3012,55.7516,-57.7722,61.9054,-178.0418,59.0573,178.7349,-61.2124,-178.966,-59.1881,60.7081,58.1275,177.9054,-62.1984,-57.6647,62.1133,-177.9905,-171.2736,-48.8601,65.7026,61.6945,-175.8919,-61.3292,-54.2434,68.1701,-177.2672,168.5404,-72.0256,49.0155,-66.457,52.9769,174.018,50.3423,169.7762,-69.1826,175.7188,-64.411,56.2429,53.5502,173.4204,-65.9257,-62.1322,57.7379,178.3918,
-0.0003,179.824,-179.2523,0.572,-0.0018,179.989,179.2624,-0.7469,-61.2324,64.1714,-178.7037,119.5318,-115.0645,2.0605,-179.8198,0.0515,0.3562,-179.7725,-179.8459,0.2868,0.2836,-179.5837,-179.9396,-0.0997,-0.0641,179.7758,-0.0965,-179.6072,179.7811,0.2703,-66.8919,65.2294,179.4184,113.2384,-114.6403,-0.4512,-0.3167,178.6788,179.1913,-1.8132,0.5519,-179.2656,-178.4682,1.7143,-87.964,40.5371,157.3568,91.0112,-140.4877,-23.6679,-0.3674,179.7978,179.4482,-0.3866,0.0977,-179.4057,179.931,0.4276,-0.0476,179.9617,179.4942,-0.4965,-65.3379,65.8514,-179.8314,115.1518,-113.6588,0.6583,-60.8686,62.2175,177.0183,173.4748,-63.4391,51.3617,56.6011,179.6872,-65.512,175.6267,-64.6638,55.2558,-57.9307,61.7789,-178.3016,58.722,178.4315,-61.6489,-179.1003,-59.3106,60.6479,58.0833,177.873,-62.1686,-57.7236,62.0661,-177.9754,-165.4086,-44.3556,71.0604,62.6657,-176.2813,-60.8652,-51.9126,69.1404,-175.4436,167.2705,-71.9387,48.4027,-60.8981,59.8926,-179.7659,53.4782,174.2689,-65.3896,174.9033,-65.2674,55.3555,54.5601,174.3893,-64.9877,-60.5887,59.2405,179.8635,64.6867,-172.4223,-57.9848,-64.5301,58.3609,172.7985,179.7807,-57.3282,57.1093,174.3234,-65.9841,54.7047,-57.2253,62.4672,-176.844,57.7724,177.4649,-61.8464,-179.4614,-59.9467,61.1201,58.4133,177.9279,-61.0052,-57.2527,62.2619,-176.6712,-55.1869,68.5327,-176.2671,173.0019,-63.2785,51.9217,59.1641,-177.1162,-61.9161,170.8089,-68.9,51.6596,-56.6211,63.67,-175.7704,56.9237,177.2148,-62.2256,-176.7467,-56.9239,63.013,58.5663,178.3891,-61.6739,-56.8441,62.9787,-177.0843,
0.7066,-179.3866,-179.207,0.6998,-0.9379,178.7889,178.9771,-1.2961,-61.2947,64.091,-178.7941,118.7937,-115.8206,1.2943,-179.7004,0.4406,0.393,-179.466,-179.2539,0.8344,0.6044,-179.3074,178.8232,-1.4019,-1.04,178.7348,0.3553,-179.4602,-179.726,0.4585,-67.3258,64.8655,179.0305,112.7608,-115.0479,-0.8829,-0.8473,178.1591,178.9672,-2.0264,0.3654,179.8683,-178.6645,0.8384,-86.5405,41.9889,158.7166,92.4459,-139.0247,-22.297,0.5581,-179.209,-178.9415,1.2914,1.195,-179.2433,-179.0403,0.5213,-0.0224,-179.7475,-179.6331,0.6418,-87.0434,47.4365,161.3439,92.5292,-132.9908,-19.0835,-60.9163,62.1646,176.9633,173.4549,-63.4642,51.3345,56.5836,179.6645,-65.5368,175.6108,-64.6829,55.2354,-57.9437,61.7625,-178.3192,58.7103,178.4166,-61.6651,-179.1105,-59.3266,60.6343,58.0869,177.8708,-62.1682,-57.7236,62.0603,-177.9787,-165.0325,-43.9822,71.4566,62.9384,-176.0113,-60.5725,-51.5898,69.4604,-175.1007,167.2839,-71.9207,48.423,-60.7888,60.0067,-179.6497,53.53,174.3254,-65.3309,174.9718,-65.1946,55.4226,54.6234,174.4571,-64.9257,-60.5209,59.3128,179.93,64.8787,-172.2818,-57.8665,-64.2968,58.5428,172.9581,-179.9665,-57.127,57.2884,174.5025,-65.7688,54.8762,-56.9465,62.7822,-176.5728,58.0389,177.7676,-61.5874,-179.8042,-60.3009,60.7845,58.1175,177.6209,-61.2938,-57.5249,61.9785,-176.9362,67.8273,-169.0118,-55.2299,-68.8201,54.3408,168.1227,179.0863,-57.7527,56.0292,155.2661,-85.7574,36.4401,-69.9383,49.0381,171.2357,41.9059,160.8823,-76.9201,179.7951,-60.6381,60.7248,57.5143,177.0811,-61.5559,-57.6675,61.8993,-176.7377,
0.1087,179.9345,-179.2367,0.5891,-0.1187,179.8528,179.2374,-0.7912,-61.3061,64.092,-178.7852,119.3625,-115.2394,1.8834,-179.8285,0.0895,0.346,-179.736,-179.7897,0.2898,0.2928,-179.6277,179.847,-0.2816,-0.2324,179.6391,0.0295,-179.5683,179.9561,0.3584,-66.9174,65.1946,179.3908,113.1607,-114.7274,-0.5311,-0.4099,178.5837,179.1856,-1.8208,0.4721,-179.4698,-178.5459,1.5123,-87.1517,41.3682,158.145,91.8213,-139.6588,-22.882,-0.1597,179.973,179.7816,-0.0857,0.2734,-179.762,-179.8604,0.1042,-0.0738,179.9549,179.9588,-0.0125,-66.5533,65.4866,179.7058,113.4118,-114.5483,-0.3291,-60.9218,62.1555,176.9591,173.4201,-63.5026,51.301,56.5564,179.6337,-65.5627,175.5766,-64.7144,55.2024,-57.9796,61.7295,-178.3538,58.6683,178.3773,-61.706,-179.0596,-59.2723,60.6911,58.1408,177.9281,-62.1085,-57.673,62.1143,-177.9223,-165.2273,-44.1717,71.2434,62.8406,-176.1038,-60.6887,-51.7341,69.3215,-175.2634,167.398,-71.8123,48.5268,-60.782,60.0077,-179.6532,53.5968,174.3865,-65.2744,174.9442,-65.2234,55.3976,54.5923,174.4247,-64.9542,-60.5606,59.2718,179.8929,64.8194,-172.316,-57.8837,-64.3812,58.4834,172.9157,179.9371,-57.1982,57.234,174.4315,-65.8525,54.8074,-57.0682,62.6479,-176.6922,57.9228,177.6389,-61.7012,-179.7402,-60.2341,60.8496,58.1609,177.667,-61.2494,-57.4965,62.0097,-176.9067,-165.2335,-44.1904,71.2565,62.9443,-176.0126,-60.5658,-51.7156,69.3275,-175.2257,167.6515,-71.5391,48.7743,-60.5937,60.2157,-179.4709,53.8615,174.6709,-65.0157,174.932,-65.2414,55.3844,54.5939,174.4205,-64.9537,-60.6006,59.2259,179.8517,
0.611,-179.8155,-178.7564,0.8171,-0.148,179.7225,179.2294,-0.9,-60.5137,64.8802,-178.0321,120.1299,-114.4762,2.6115,179.7886,-0.0614,0.216,-179.634,-178.9477,1.0863,0.9012,-179.0648,178.7514,-0.9403,-1.1041,179.2042,0.0312,-179.6318,179.9998,0.3368,-67.3395,64.6568,178.9235,112.6939,-115.3098,-1.0431,-0.7507,178.2687,178.9105,-2.0701,0.525,-179.8139,-178.5182,1.1429,-87.8891,40.6263,157.4281,91.1103,-140.3743,-23.5725,0.3881,-179.9281,-179.2688,0.4151,1.375,178.2923,-178.3063,-1.3891,-0.8432,179.2883,-177.7852,2.3463,149.26,-85.332,31.9154,-33.8708,91.5372,-151.2154,-60.6956,62.4137,177.1919,173.6746,-63.2161,51.5622,56.8373,179.9465,-65.2752,175.6303,-64.6419,55.2417,-57.8566,61.8712,-178.2452,58.7531,178.4808,-61.6355,-178.9743,-59.1808,60.8121,58.1685,177.9619,-62.0451,-57.6053,62.1882,-177.8188,-165.459,-44.3987,71.0073,62.7539,-176.1857,-60.7797,-51.8977,69.1626,-175.4314,167.6552,-71.5401,48.7677,-60.66,60.1447,-179.5474,53.7786,174.5833,-65.1089,174.883,-65.2857,55.3366,54.5299,174.3612,-65.0165,-60.633,59.1983,179.8206,64.7917,-172.3249,-57.8949,-64.4305,58.4529,172.8829,179.8709,-57.2457,57.1843,174.2445,-66.0608,54.6274,-57.2817,62.413,-176.8987,57.7274,177.4221,-61.8897,-179.5289,-60.009,61.0567,58.3502,177.87,-61.0643,-57.3148,62.2051,-176.7292,-61.4803,63.3926,177.4485,173.3807,-61.7465,52.3094,57.3275,-177.7997,-63.7438,175.4044,-64.7721,54.7605,-56.6537,63.1698,-177.2976,57.9629,177.7864,-62.681,-177.5945,-57.9461,61.9221,57.4153,177.0637,-63.0681,-57.6071,62.0413,-178.0905,
0.2046,179.8352,-178.7134,0.9171,0.0257,-179.76,178.962,-0.8237,-59.6623,65.7406,-177.225,121.4374,-113.1597,3.8748,179.8493,-0.1102,0.2194,-179.74,-179.6499,0.4072,0.3093,-179.6336,179.5719,-0.2067,-0.389,179.8324,0.1863,-179.5932,-179.8664,0.3541,-66.8108,65.1714,179.4324,113.2453,-114.7725,-0.5115,-0.5912,178.2731,179.1871,-1.9486,0.5,-179.4705,-178.3919,1.6376,-87.7313,40.7693,157.5915,91.1097,-140.3897,-23.5676,-0.024,179.7493,179.9462,-0.2805,0.4212,-178.5803,-179.3502,1.6483,-0.3365,179.4457,178.6653,-1.5526,77.9909,-154.3696,-38.0356,-100.9901,26.6494,142.9835,-60.7446,62.3999,177.1607,173.6588,-63.1967,51.5641,56.8268,179.9713,-65.2679,175.5863,-64.6642,55.1922,-57.8446,61.9049,-178.2387,58.7641,178.5136,-61.63,-178.9423,-59.1323,60.8418,58.1525,177.9625,-62.0634,-57.5945,62.2155,-177.8104,-165.274,-44.2084,71.2058,62.9545,-175.9799,-60.5657,-51.701,69.3646,-175.2212,167.7094,-71.4884,48.8212,-60.6077,60.1946,-179.4958,53.8407,174.643,-65.0474,174.9938,-65.1744,55.4489,54.6262,174.458,-64.9187,-60.534,59.2978,179.9211,64.8262,-172.2967,-57.8571,-64.3811,58.496,172.9356,179.9046,-57.2182,57.2214,174.354,-65.9489,54.734,-57.2058,62.4914,-176.8257,57.8155,177.5127,-61.8045,-179.5009,-59.9863,61.0815,58.3884,177.903,-61.0292,-57.2938,62.2208,-176.7114,64.8407,-172.4816,-57.575,-64.2162,58.4615,173.3681,-178.5565,-55.8788,59.0278,173.0429,-67.5922,53.6643,-59.0955,60.2693,-178.4742,55.7177,175.0825,-63.661,-177.5489,-57.9498,62.9718,60.552,-179.8489,-58.9273,-55.1443,64.4547,-174.6237,
-0.1474,179.7011,-179.322,0.5265,0.103,-179.698,179.2908,-0.5102,-61.2734,64.1423,-178.7333,119.5659,-115.0184,2.106,-179.8555,-0.0231,0.2964,-179.8712,179.796,-0.1037,-0.0352,-179.9349,-179.6538,0.2397,0.1848,-179.9216,0.0841,-179.5568,179.9915,0.3506,-66.5491,65.4312,179.6918,113.5495,-114.4702,-0.2096,-0.2826,178.6016,179.3563,-1.7595,0.4413,-179.3173,-178.47,1.7714,-87.9005,40.6176,157.4338,90.9607,-140.5211,-23.705,-0.4005,179.7085,179.3552,-0.5357,-0.2827,-178.3712,179.6074,1.5189,0.1122,179.9099,178.2104,-1.9919,80.5399,-153.57,-36.34,-97.5169,28.3733,145.6032,-60.8543,62.2188,177.0281,173.4546,-63.4723,51.3369,56.6168,179.6899,-65.5009,175.6015,-64.6828,55.2258,-57.9342,61.7815,-178.3099,58.6833,178.399,-61.6924,-179.1208,-59.3349,60.6235,58.0738,177.8597,-62.1819,-57.7313,62.0546,-177.987,-165.5822,-44.5198,70.8675,62.6469,-176.2907,-60.9035,-52.0068,69.0556,-175.5572,167.5949,-71.6106,48.7077,-60.7471,60.0474,-179.6343,53.7129,174.5074,-65.1744,174.8858,-65.2842,55.3424,54.5316,174.3616,-65.0117,-60.63,59.2,179.8266,64.8011,-172.3196,-57.8749,-64.431,58.4484,172.893,179.8666,-57.2541,57.1906,174.3336,-65.9641,54.7152,-57.2059,62.4964,-176.8243,57.803,177.5052,-61.8155,-179.5322,-60.0188,61.0517,58.352,177.8654,-61.0641,-57.3291,62.1843,-176.7452,-171.2095,-48.7946,65.7734,61.7511,-175.834,-61.266,-54.1782,68.2367,-177.1954,168.5508,-72.015,49.017,-66.4209,53.0133,174.0453,50.3656,169.7998,-69.1682,175.7482,-64.3739,56.2688,53.5753,173.4532,-65.9041,-62.116,57.7619,178.4046,
-0.059,179.8158,-179.3288,0.546,0.0395,-179.9834,179.3209,-0.702,-61.3463,64.0518,-178.8187,119.3999,-115.202,1.9274,-179.9955,0.0241,0.1299,-179.8505,-179.9564,0.0183,0.0239,-180.0015,-179.9571,0.0318,0.0619,-179.9492,-0.0591,-179.913,179.9643,0.1103,-66.6587,65.4721,179.6536,113.3164,-114.5528,-0.3713,0.0043,179.7903,179.8579,-0.3561,0.0885,-179.819,-179.697,0.3955,-64.8602,61.4521,178.6352,114.9194,-118.7684,-1.5852,-0.121,179.8905,179.7856,-0.2029,-0.0503,-179.4851,179.9382,0.5033,0.015,-179.962,179.4936,-0.4834,-65.411,65.7606,-179.9065,115.1462,-113.6822,0.6507,-60.9115,62.1646,176.9685,173.4259,-63.4981,51.3059,56.5543,179.6304,-65.5657,175.5842,-64.7125,55.2139,-57.9843,61.719,-178.3545,58.6732,178.3765,-61.6971,-179.0854,-59.2978,60.6627,58.1142,177.9018,-62.1377,-57.6979,62.0897,-177.9497,-165.2845,-44.2274,71.1997,62.7708,-176.1721,-60.745,-51.8117,69.2454,-175.3274,167.2528,-71.9711,48.3797,-60.9072,59.8689,-179.7804,53.4811,174.2571,-65.3921,174.9124,-65.2556,55.3668,54.568,174.4001,-64.9775,-60.6038,59.2282,179.8506,-171.611,-49.7136,65.2045,62.7239,-175.3788,-60.4607,-55.1705,66.7269,-178.355,173.6532,-66.1207,53.6744,-60.9072,59.3189,179.114,56.7635,176.9896,-63.2153,175.3731,-64.7482,55.8865,54.0411,173.9198,-65.4456,-61.5707,58.308,178.9427,-55.1402,68.572,-176.223,173.0632,-63.2246,51.9804,59.2135,-177.0743,-61.8693,170.8654,-68.8405,51.7153,-56.5875,63.7065,-175.7377,56.9664,177.2605,-62.1838,-176.7834,-56.9574,62.9807,58.5333,178.3592,-61.7027,-56.8793,62.9466,-177.1153,
0.6149,-179.439,-179.2667,0.6794,-0.854,178.8717,179.0294,-1.2449,-61.1768,64.2027,-178.6851,118.9444,-115.6761,1.4361,-179.9208,0.383,0.1332,-179.5631,-179.3164,0.5954,0.378,-179.7102,178.8548,-1.1842,-0.8501,179.1109,0.3112,-179.84,-179.6075,0.2414,-67.0852,65.1078,179.2686,112.8281,-114.9789,-0.8181,-0.5014,179.1781,179.6501,-0.6704,-0.0165,179.3728,-179.6952,-0.3059,-64.4763,61.8273,178.9908,115.1937,-118.5026,-1.3392,0.6788,-179.2809,-178.7066,1.3338,0.9699,-179.435,-179.0709,0.5242,0.0537,-179.6704,-179.5867,0.6892,-86.8375,47.6745,161.5584,92.7678,-132.7202,-18.8363,-60.8982,62.1827,176.9775,173.4786,-63.4405,51.3543,56.6114,179.6923,-65.5129,175.5942,-64.6986,55.2179,-57.9598,61.7474,-178.336,58.6929,178.4001,-61.6834,-179.0667,-59.2819,60.6813,58.1284,177.9131,-62.1237,-57.6766,62.1081,-177.9287,-165.1047,-44.0525,71.3772,62.87,-176.0778,-60.648,-51.6769,69.3753,-175.195,167.3215,-71.8854,48.4551,-60.7662,60.0269,-179.6326,53.5802,174.3732,-65.2863,174.9552,-65.2109,55.4113,54.6162,174.4501,-64.9277,-60.5446,59.2893,179.9115,-171.6183,-49.7294,65.2007,62.7431,-175.368,-60.438,-55.1453,66.7437,-178.3263,173.7685,-65.9986,53.7795,-60.7728,59.4601,179.2382,56.8932,177.1261,-63.0958,175.3507,-64.7676,55.864,54.0254,173.9071,-65.4613,-61.5836,58.2982,178.9297,67.958,-168.8785,-55.1228,-68.6949,54.4686,168.2243,179.2188,-57.6177,56.138,155.3991,-85.5964,36.5824,-69.778,49.2265,171.4053,42.0561,161.0606,-76.7606,179.79,-60.6334,60.7331,57.5095,177.086,-61.5475,-57.6563,61.9202,-176.7132,
0.0504,179.9125,-179.3025,0.5595,-0.0905,179.8779,179.2727,-0.7589,-61.3311,64.069,-178.8052,119.3301,-115.2698,1.856,179.9918,0.0664,0.13,-179.7954,-179.8751,0.072,0.0497,-180.0032,179.8252,-0.1473,-0.1025,179.925,0.0402,-179.8929,-179.9109,0.156,-66.6516,65.4572,179.652,113.2964,-114.5948,-0.4,-0.0743,179.6706,179.8587,-0.3965,0.0164,179.9893,-179.7277,0.2451,-64.7106,61.602,178.7764,115.0265,-118.6609,-1.4865,0.0701,-179.9583,-179.9025,0.0691,0.1111,-179.8952,-179.8603,0.1334,0.0087,-179.9595,-179.9855,0.0463,-66.6709,65.3521,179.5893,113.3229,-114.6541,-0.4169,-60.8165,62.2607,177.0607,173.5181,-63.4047,51.3953,56.6568,179.734,-65.466,175.5957,-64.6956,55.2218,-57.9582,61.7504,-178.3322,58.6856,178.3943,-61.6883,-179.0598,-59.2688,60.6908,58.1351,177.9261,-62.1143,-57.6737,62.1174,-177.9231,-165.2128,-44.1546,71.2631,62.8671,-176.0747,-60.657,-51.7293,69.3289,-175.2534,167.5036,-71.7051,48.6238,-60.6859,60.1054,-179.5658,53.7164,174.5077,-65.1635,174.9714,-65.1966,55.4303,54.6246,174.4565,-64.9166,-60.5388,59.2932,179.9201,-171.6476,-49.7429,65.177,62.6932,-175.4021,-60.4822,-55.1948,66.71,-178.3702,173.7118,-66.0579,53.7246,-60.8344,59.3959,179.1785,56.8286,177.0589,-63.1586,175.3378,-64.784,55.8468,54.001,173.8791,-65.49,-61.6079,58.2703,178.9011,-165.4191,-44.3754,71.0451,62.7738,-176.1825,-60.762,-51.9008,69.1428,-175.4367,167.6877,-71.495,48.8194,-60.6051,60.2121,-179.4734,53.8713,174.6886,-64.997,174.9008,-65.2729,55.3542,54.5686,174.3949,-64.978,-60.6201,59.2062,179.8333,
0.5872,-179.8561,-178.7072,0.8495,-0.1776,179.7119,179.1279,-0.9826,-60.3125,65.0859,-177.8401,120.4057,-114.1959,2.8781,179.6341,-0.0292,0.0785,-179.5848,-178.8882,0.9974,0.7724,-179.342,178.5624,-0.9304,-1.1128,179.3944,0.0438,-179.9886,-179.8506,0.117,-67.2573,64.7539,179.0128,112.6302,-115.3587,-1.0998,-0.5085,179.2265,179.524,-0.741,0.1376,179.6625,-179.5966,-0.0718,-64.779,61.5422,178.7087,114.9479,-118.7309,-1.5644,0.6639,-179.856,-178.8551,0.625,1.316,178.295,-178.1601,-1.1811,-0.7727,179.3396,-177.7779,2.3344,148.9511,-85.6283,31.6199,-34.1151,91.3055,-151.4463,-60.7471,62.3688,177.1455,173.6321,-63.252,51.5246,56.7972,179.9131,-65.3103,175.6174,-64.6491,55.231,-57.8493,61.8842,-178.2357,58.7548,178.4883,-61.6316,-178.9486,-59.1547,60.8375,58.1819,177.9757,-62.0321,-57.5857,62.2082,-177.7996,-165.3805,-44.3101,71.1008,62.8136,-176.1159,-60.7051,-51.8458,69.2246,-175.3645,167.5558,-71.6507,48.6692,-60.7493,60.0442,-179.6359,53.7016,174.4952,-65.185,174.9483,-65.2183,55.4058,54.5896,174.4231,-64.9528,-60.5834,59.25,179.8741,-171.5941,-49.6986,65.2185,62.7276,-175.3769,-60.4598,-55.1628,66.7326,-178.3503,173.6228,-66.157,53.6456,-60.9208,59.2993,179.1019,56.7561,176.9763,-63.2211,175.3769,-64.7441,55.8889,54.0479,173.9269,-65.44,-61.5664,58.3126,178.9457,-61.4295,63.4231,177.4911,173.4338,-61.7137,52.3543,57.3713,-177.7762,-63.7082,175.423,-64.7499,54.7812,-56.653,63.1741,-177.2948,57.9742,177.8013,-62.6676,-177.6881,-58.0304,61.8277,57.3379,176.9955,-63.1463,-57.6915,61.9662,-178.1756,
0.1241,179.8145,-178.8592,0.8312,0.0465,-179.746,179.0465,-0.746,-59.9945,65.412,-177.5279,121.0393,-113.5542,3.5059,179.7451,-0.0856,0.0553,-179.7753,-179.6867,0.2613,0.1425,-179.9094,179.5049,-0.1169,-0.3316,-179.9535,0.1782,-179.9253,-179.7738,0.1228,-66.7472,65.264,179.507,113.2016,-114.7872,-0.5442,-0.2991,179.3441,179.8046,-0.5522,0.0927,-179.9807,-179.5495,0.3771,-64.7944,61.5218,178.704,114.8379,-118.8459,-1.6637,0.2153,179.8282,-179.7104,-0.0975,0.2756,-178.6539,-179.3341,1.7363,-0.2448,179.5444,178.6854,-1.5255,77.9844,-154.3774,-38.0466,-100.9236,26.7147,143.0454,-60.756,62.3757,177.1486,173.6227,-63.2456,51.5272,56.7884,179.9201,-65.3071,175.6302,-64.6273,55.2423,-57.8193,61.9233,-178.2072,58.7857,178.5283,-61.6022,-178.9761,-59.1669,60.8054,58.1323,177.9416,-62.0862,-57.6227,62.1865,-177.8412,-165.4992,-44.4325,70.9696,62.7062,-176.2271,-60.8249,-51.9509,69.1158,-175.4821,167.6148,-71.59,48.7271,-60.6928,60.1023,-179.5805,53.7674,174.5626,-65.1203,174.9046,-65.265,55.3632,54.5516,174.382,-64.9898,-60.6216,59.2089,179.8371,-171.6285,-49.7313,65.1859,62.6954,-175.4074,-60.4902,-55.2037,66.6935,-178.3893,173.6455,-66.1312,53.671,-60.9134,59.3099,179.1122,56.7656,176.9889,-63.2088,175.357,-64.765,55.8701,54.0266,173.9046,-65.4603,-61.5885,58.2895,178.9246,64.7693,-172.5613,-57.6529,-64.2861,58.3833,173.2917,-178.6264,-55.957,58.9514,172.9388,-67.7018,53.5597,-59.2018,60.1576,-178.5809,55.6157,174.9752,-63.7634,-177.6703,-58.0686,62.8501,60.4386,-179.9598,-59.041,-55.2655,64.3362,-174.7451,
